"Name","Score"
"CRIPT",0.624110640450975
"AF131217.1",0.625003379891865
"RP11-613D13.4",0.625059339225857
"RP11-80H5.9",0.625194322647586
"RNF32",0.625194322647586
"TFAP4",0.625194322647586
"RP11-17P16.1",0.625249200558286
"CATSPERB",0.625629044832265
"RP11-466F5.6",0.625767442611012
"EXD2",0.627150043963299
"LINC01035",0.627489430085124
"CTC-490E21.14",0.627667856490358
"FAM78A",0.628831482093114
"CHRNA9",0.629215364555206
"CTD-2616J11.9",0.629253138460687
"NOS2",0.629407379007758
"DRC3",0.629599442287888
"FAM35DP",0.629654163687715
"RP11-170M17.1",0.629818042145367
"SOCS3",0.630175925193082
"KRT8P12",0.630199834567665
"RP4-537K23.4",0.630390791733397
"LINC01535",0.630560491449908
"RP11-684N3.1",0.631073520431356
"LINC00466",0.6317153638313
"PAX8-AS1",0.631728630079813
"SLC30A1",0.631919912488845
"CNP",0.63230259933018
"ATP6V0D2",0.632567000532731
"CTD-2530N21.4",0.632780528879755
"SEPP1",0.6332579350697
"CTD-3179P9.1",0.633260028419311
"AC141928.1",0.633260028419311
"CD74",0.633451636323269
"ZMAT5",0.633834974248726
"PACRGL",0.634026704278074
"RP11-163E9.1",0.634392956202578
"PATL2",0.634410286489625
"NEDD9",0.634610258621577
"RP11-462L8.1",0.634794031597795
"ATP2A3",0.634997078496332
"AC079305.8",0.635369954759818
"ZIM2",0.636138422739983
"ERICH6",0.636138422739983
"ZNF154",0.636158717229675
"SHMT1",0.636330641623776
"EP400NL",0.63635249574343
"SHMT2",0.636715201685266
"CTD-2005H7.2",0.636715201685266
"RPS7",0.636740200339253
"AC005740.5",0.637858697719947
"TEAD2",0.638292987765363
"KIF17",0.638487307875866
"CFAP221",0.638487307875866
"RP11-266K22.2",0.638640448887691
"GS1-57L11.1",0.639459648069269
"GRID2IP",0.639654264106177
"OSGIN1",0.639848929499185
"RP11-680F20.9",0.640066389236833
"TBC1D10A",0.640238408393553
"C9orf153",0.640798550666882
"TMEM206",0.64114937196391
"CCDC175",0.64114937196391
"YWHAEP7",0.641212970062321
"CTD-2066L21.3",0.641922737169185
"ADGRA3",0.642309665015264
"HECTD3",0.642503190262783
"SLC25A15",0.642970296392232
"TIMM44",0.643084011349925
"RP11-795F19.5",0.643084011349925
"ATAD2",0.643084011349925
"RP11-798K3.2",0.643361357888712
"RP11-562I5.2",0.643943985299053
"SYT14",0.64433987887135
"PREX1",0.644828683621985
"TSSK3",0.645410977732356
"AC009501.4",0.64551574085677
"MOGAT1",0.646771097295358
"SRR",0.646771097295358
"RPL7P9",0.646969649814974
"PLEKHG3",0.647086338014016
"NPEPL1",0.647160071588537
"DTWD2",0.647160071588537
"GLUL",0.647872829974652
"HERC2P4",0.648069577384537
"RP11-872J21.3",0.648660118382767
"RP11-121C2.2",0.648660118382767
"NRIP2",0.649054061456204
"ALG10B",0.649251107745559
"RP11-152K4.2",0.649352948048039
"LINC00648",0.649497360858099
"FGD5",0.649645349879973
"RP3-525N10.2",0.650082606037179
"PLSCR4",0.650434432654131
"HOXB-AS3",0.652014994485202
"BTN3A3",0.652212789562572
"IQCH-AS1",0.65241063463996
"RP11-166O4.6",0.652427281326393
"SCHLAP1",0.65280647483524
"TUBE1",0.653004469973358
"FANCF",0.65321015416298
"SP2-AS1",0.65321015416298
"KBTBD7",0.653601837171125
"RP11-554D13.1",0.654135363317114
"RP11-67M9.1",0.65566146502083
"RP11-29H23.5",0.655759033802173
"TECTA",0.655980407570186
"CHRNA3",0.65615178618216
"RP11-697H9.2",0.65615178618216
"MNS1",0.657527716204966
"RP11-966I7.3",0.658577821151035
"DOCK8",0.658967638461234
"CHRNB3",0.660033527181898
"ZBTB7B",0.660565457798359
"CATIP-AS2",0.660690840877932
"ZKSCAN3",0.662062845092524
"RP11-434C1.4",0.662379974516059
"ALG12",0.662567270921398
"ZNF184",0.662968239553967
"MRPL50",0.663249511073565
"SERPINB8",0.663570071639884
"PPP4R1-AS1",0.664203143131787
"SLC6A6",0.664574136828359
"RP11-297D21.4",0.665032297778205
"IL1RAP",0.665177183417487
"TCAF2",0.665230591789958
"METTL3",0.665825721844111
"FANCI",0.665981954829996
"KIAA1211L",0.666222681933907
"TESMIN",0.666586065717095
"PABPC3",0.666787537463044
"KCNN4",0.667593931970677
"ZWILCH",0.668011049745445
"ADHFE1",0.668408919974691
"MAGIX",0.66880504742867
"PTPN14",0.669007077900912
"AC073043.1",0.669603524253521
"RP11-133F8.2",0.669713471714661
"TMEM81",0.669934452051075
"RP11-699L21.1",0.670422715711804
"CFI",0.670625153308471
"COLEC12",0.670625153308471
"LAMB2",0.670999598184015
"TMEM223",0.67139822659224
"SMCR5",0.672196949644847
"AGBL3",0.67244938505913
"SMTN",0.672652332484022
"TMA16",0.673596311585017
"BBS12",0.673871089217356
"CLEC19A",0.674396859735266
"CTB-31N19.5",0.674673863518165
"KIF20B",0.674684615587209
"CTD-2005H7.1",0.675198072008803
"STKLD1",0.675295297319783
"RP11-626H12.1",0.675398478874629
"FYB",0.675702674322045
"ATXN7L2",0.676110256098104
"KLRG1",0.676200521640338
"RGPD8",0.676518042730298
"MPZL3",0.676806488261751
"TAF9B",0.677003229069974
"FUOM",0.677028865192356
"RP11-1081L13.4",0.677028865192356
"ZNF441",0.677334230892565
"RPS3A",0.677404832108754
"RP11-861E21.2",0.677742632587439
"CHP2",0.677918809440047
"RP5-906A24.2",0.677973863011955
"GOLGA6D",0.678151239468047
"GGCX",0.680402248692652
"AC092295.4",0.680422156375463
"LINC01483",0.681222339695453
"RP1-92O14.3",0.682237045096043
"NAALAD2",0.682237045096043
"DCTN1",0.682659481015056
"PPIAP22",0.683013522339028
"RP11-284N8.3",0.68307055656361
"DIEXF",0.683481838371843
"ZNF552",0.683496786764001
"CCND2",0.68389332652254
"SNHG17",0.684099148002189
"MGST1",0.684305021098509
"DPAGT1",0.684459824593859
"ZNF519",0.686366593257574
"CABYR",0.687093250555847
"EPHA7",0.687399318589159
"LINC00596",0.687978817763163
"CTB-129O4.1",0.688463272293793
"MED30",0.688514170627706
"RP11-894J14.5",0.689102055009018
"MCL1",0.689776521465308
"PIGV",0.69029784073958
"LIAS",0.690505267158218
"RPLP0",0.691769675418166
"MEGF10",0.691958706946793
"RP11-57K17.1",0.692478318339187
"RP11-296P7.4",0.692585224137203
"RP11-529H2.2",0.693182606261855
"AP000442.4",0.693401442336626
"AC007405.6",0.693414695287661
"CDH15",0.69544491835693
"NCAPG2",0.695707834679138
"PDX1-AS1",0.696752257889902
"SLC1A2",0.697170392859435
"CPEB2-AS1",0.697902619909032
"CCDC134",0.698007290147303
"LINC00951",0.698127265314905
"RPGRIP1",0.698216645227929
"ZHX1-C8orf76",0.69872319546186
"GRTP1",0.69933906761584
"WASH3P",0.699450915127354
"TRMT12",0.699749858863486
"TMEM99",0.70010319680639
"AC004069.2",0.700621452351101
"IER5",0.700777571536423
"FLRT3",0.700983240023717
"HINFP",0.702414748883521
"GTF2IP4",0.703046274802066
"MINCR",0.703678273809147
"REL",0.703889045324619
"AGAP6",0.704692457083713
"MYL6P3",0.7048536630674
"LINC00893",0.705311984188942
"LOH12CR2",0.70599965561953
"C2",0.70599965561953
"SOWAHC",0.706211006394283
"MCM10",0.706211006394283
"RP11-182J23.1",0.706592163219198
"LINC01547",0.70663386612337
"RP11-818F20.5",0.706965907776583
"RP11-288L9.4",0.707480218594528
"MRPS30",0.707903711505026
"TYW5",0.707903711505026
"TSHR",0.708115537165861
"DDX3P1",0.708622525642899
"ZBTB16",0.709175457947288
"CTC-329D1.3",0.70950708302568
"PPP1R42",0.709659280820709
"BBS10",0.710074277882252
"GCSH",0.710074277882252
"RP11-115J16.3",0.71028183963969
"SIPA1",0.710449107726307
"LINC00339",0.710904777861952
"A2MP1",0.7115119381235
"RP11-65J3.3",0.712363156135364
"LINC01591",0.712775869921343
"SEMA6A-AS1",0.713400326729287
"SNRPA1",0.714025163426425
"ZNF71",0.714233526762054
"KCNJ10",0.71492190363972
"SEC24B-AS1",0.715275976876077
"EPS8L1",0.715693252592044
"NRSN2-AS1",0.715901953822299
"HMGN2P46",0.717060039577314
"RREB1",0.717702518477897
"WDR53",0.717991290628171
"PREX2",0.718200456837791
"SEMA6B",0.718345477019293
"C2orf82",0.718409665339713
"CTB-191K22.5",0.719276333445914
"RP11-580I1.1",0.720409074236914
"RP11-496I9.1",0.720504077220866
"RP11-445N20.3",0.720692393330899
"ITGA1",0.720707099894704
"RP11-127B20.2",0.720713751173635
"RP11-53A1.3",0.72113718020448
"RP11-141E13.1",0.722182654425138
"USH2A",0.72221331677303
"CTB-120L21.1",0.722393432136431
"HSPB7",0.722613350839106
"DEPDC1B",0.723443366348819
"PCIF1",0.724801505753103
"TERB1",0.725126689066299
"RP11-75C9.2",0.725547943771573
"TNFRSF14",0.726531255479233
"NABP1",0.726747715866131
"GPC5-AS1",0.726781677862584
"CASP8",0.727180797871373
"BNIP3P1",0.727397419511065
"SUCLA2-AS1",0.728077465827622
"FTLP3",0.728322044391093
"AC092635.1",0.729558329611975
"SLC22A6",0.729769827177841
"PTH",0.730380392631107
"MRM3",0.730616242350235
"GLRA3",0.73065320276279
"CTD-2287O16.1",0.731222171211595
"AC003002.4",0.732523163165657
"RP11-384J4.2",0.732612495127476
"TIPARP",0.733159568906331
"CTD-2587H24.10",0.733266564718582
"CTD-2541M15.3",0.73348469602361
"SLC1A6",0.73348469602361
"CFH",0.733921120859979
"TEX41",0.733921120859979
"FANCD2OS",0.734794619738251
"TBL2",0.735668984796104
"SMIM15",0.735921752864307
"DRAXIN",0.736106492357045
"DPYS",0.736347342886611
"MT-TM",0.737123114619955
"ZFP92",0.737420316198964
"RP11-3D4.3",0.737625135371344
"RP11-347C12.12",0.738649179499838
"WARS2",0.73911783239761
"HCST",0.739656624350512
"GORAB",0.739834068706756
"LLGL2",0.740493506295205
"BMP8B",0.740713427641872
"REC114",0.741040084636776
"KMT2E-AS1",0.741253881536062
"HADH",0.74137351828425
"AC004448.5",0.741467721111513
"ANKRD44",0.742537559252692
"SRD5A3",0.742965793363716
"PLXNB2",0.744680438240803
"STOX1",0.745344365059458
"AC003682.16",0.745538786126545
"MYO1H",0.746007892728788
"CTD-3138F19.1",0.746421154069153
"SHANK1",0.746671912568451
"RP11-326E22.1",0.747042540757002
"TRAF6",0.747336424870454
"CYP3A5",0.747558038457688
"USP3",0.747687648501235
"RP11-556I14.2",0.748307668423961
"OAF",0.748333141264232
"C1orf174",0.74888887034773
"ZGLP1",0.749840788861468
"GSTZ1",0.749840788861468
"RP11-209K10.2",0.749999404546623
"ARSE",0.750221675984487
"ANXA1",0.750669745821456
"USP3-AS1",0.751566383609555
"RP11-234B24.6",0.751779113613971
"NKIRAS2",0.751998210644726
"RP11-950C14.7",0.752089090600596
"NEK8",0.752214188433375
"BMP1",0.752224590336445
"CENPA",0.752430209073964
"GPAM",0.75289321786464
"TNNC1",0.753214237879893
"ST6GALNAC6",0.753562340586871
"RP11-260N14.1",0.753785491588101
"ARF4-AS1",0.753943553699689
"GRIN3A",0.754008697654351
"CRHR1",0.754458162393023
"PENK",0.75459277308881
"CDC6",0.754678646351939
"ZNF367",0.754809265326349
"C22orf34",0.75490207278699
"ALPK3",0.755025800456824
"C11orf87",0.755242378483644
"GPR89A",0.755242378483644
"KCNMB2",0.755892369976264
"PLEKHH2",0.756467601784445
"RP11-393J16.4",0.756542747658659
"KLHL25",0.757363403845993
"NATD1",0.757363403845993
"ANLN",0.757587492431975
"ITPR3",0.757811636267985
"PODN",0.757844661960358
"RBM4",0.75806179794954
"RP1-74B13.2",0.758257769598353
"DNAJC19",0.758278976882706
"C12orf56",0.758278976882706
"HYI",0.75916962143453
"TSNAX-DISC1",0.76023552032041
"UBE2QL1",0.761541816464868
"RP11-111M22.2",0.761630545299899
"LINC00351",0.762306132287301
"SLC45A3",0.763067785102352
"DOK7",0.76320769169709
"TP53BP2",0.763722416921248
"FAM218A",0.765013476318056
"RP5-1039K5.13",0.765173078644918
"PSMG3-AS1",0.768096530781704
"NAIP",0.769089513117265
"RP11-556I14.1",0.769412125452739
"RP11-116O18.3",0.769851001928043
"GLB1L2",0.770224951778823
"SERTAD4",0.771134308171795
"SHCBP1L",0.771828081186578
"ZNF319",0.77295570518398
"RP11-266K4.14",0.774552367099948
"ALOX5AP",0.775009060699765
"CCL26",0.775494467224108
"ROPN1L",0.775792729032691
"RNF182",0.776013397617999
"INTS6-AS1",0.776380488104072
"CLIC2",0.776454864449367
"ADAMTS18",0.776609255833764
"RMST",0.776609255833764
"SLFN11",0.776675662702055
"LINC00866",0.776941084597396
"WEE1",0.777753937268269
"KLHL11",0.777983042189633
"TK2",0.778441420755145
"RP11-254F19.3",0.778909088902529
"KCTD12",0.780879046799495
"COPB2",0.781322417019452
"ADAM5",0.781322417019452
"MTCO1P12",0.781765960433061
"RP11-106M3.5",0.781765960433061
"ALOX5",0.782116558050262
"RP5-1074L1.1",0.782209677066641
"LZTS2",0.782653566946494
"NUP50",0.782875576861987
"CA2",0.783097630098903
"CTD-2532K18.1",0.783319726660528
"TSEN15",0.783498456895644
"DCHS2",0.783498456895644
"PLD6",0.785098059236606
"TMEM198",0.785320545868165
"ZIC1",0.785344153256179
"A2M",0.785765649207003
"AC067956.1",0.785765649207003
"USP2",0.78621092600194
"DGKK",0.786499552342524
"LA16c-444G7.1",0.789057392614429
"CYP4F29P",0.790206352944622
"P4HA3",0.79044971167076
"FGF10",0.79112042631758
"STAP2",0.791344084746633
"FBN2",0.791367709292097
"MCHR2",0.792065205576644
"TRAM1L1",0.792239152949952
"ASB16-AS1",0.792463028638772
"TNFSF10",0.79253048765033
"MMP11",0.792763214085798
"F13A1",0.792910910404684
"RP11-84A19.4",0.793185258024786
"PIK3AP1",0.793228837809708
"RAB3IP",0.793583059072807
"CFAP57",0.793694689411911
"PBXIP1",0.794031375568814
"RP11-347C12.1",0.794627076608062
"RHPN2",0.794928530398642
"CECR6",0.795152927841157
"RP11-597A11.11",0.795890221291156
"FAM83H-AS1",0.796724928132827
"RP11-38M8.1",0.797663641230229
"BRINP3",0.797849091110898
"RP4-594I10.3",0.798074054311048
"MTIF2",0.798749205178435
"DNAH7",0.799771537791854
"PPIC",0.799875327706549
"HORMAD1",0.800100682903421
"TM4SF19-AS1",0.800475200659502
"TMEM38B",0.801037308016205
"EPB41L4A-AS1",0.801228112520292
"CTD-2147F2.1",0.801649118575004
"SSPN",0.803034266609885
"RP11-872D17.4",0.803034266609885
"CXorf57",0.805069526420782
"PIGC",0.8052958845647
"C8orf31",0.805415301313963
"HCN3",0.805522286353273
"RP11-932O9.7",0.805748731789683
"CCDC60",0.806881613800511
"NOXRED1",0.807108321190661
"FGD3",0.8075402507106
"RPL24",0.807561866984332
"RPL7AP30",0.807757625972967
"CTDSP1",0.808015587483636
"RP5-967N21.11",0.808469482713923
"ZNF268",0.80895947750991
"CTD-2026D20.2",0.809150653235361
"USHBP1",0.81096903092809
"KCNK6",0.811196524863812
"UNC93B1",0.811329474333522
"PPP1R26",0.811804167333134
"AC007255.8",0.81210693790814
"RP11-513G19.1",0.813122034014644
"ZKSCAN7",0.813929863698676
"CTC-542B22.2",0.814157926330879
"RP11-478B9.1",0.814361060056364
"TSPAN11",0.81441911792128
"ELN",0.814657188354337
"KIF23",0.815133503204735
"ADAMTS9",0.815848410610573
"CLRN1-AS1",0.81666950465586
"NBEAP1",0.816898092709666
"ZNF117",0.817041084054698
"NSUN7",0.817279793010481
"MTND6P21",0.817587631570326
"ZNF702P",0.818713267564515
"SBF2-AS1",0.819644567076326
"RP11-575H3.1",0.819873724844935
"ZIK1",0.819909429630522
"TNFAIP6",0.82010292645958
"LRRC66",0.820561461239427
"KIF4A",0.820627825659231
"PINK1-AS",0.820867407535005
"ANKRD49",0.821020171440748
"ISLR2",0.821249592332233
"RP11-1022B3.1",0.821287086901259
"AC007040.11",0.821586502919716
"C4orf46",0.821938118207259
"AP000695.6",0.822316648803676
"HPX",0.822397354822128
"LINC00461",0.822786161766329
"RP1-69D17.3",0.823563743435334
"CEP131",0.823776117890893
"PLA2G3",0.824006065363403
"EFEMP2",0.824227678919526
"CTD-2215E18.2",0.82430337760316
"RP11-321G12.1",0.824708652070384
"OR7E14P",0.825386672246271
"GMPR2",0.825430550327789
"DIS3",0.826634884264615
"RNA5SP199",0.826869219346394
"DHRS11",0.827117027665891
"MYO15A",0.827117027665891
"RPL27AP",0.828062308818845
"TNFRSF11A",0.829537982368596
"RP11-318C24.2",0.829564969167479
"AP000705.7",0.829769028313526
"GCSHP5",0.829769028313526
"RP11-561B11.6",0.830654225154738
"DDX41",0.831618979369787
"SNORD13",0.831731213559647
"DRD4",0.833008290717586
"RP11-30J20.1",0.833648935146573
"C8orf88",0.833686345260634
"ANKRD26P3",0.834167260742527
"GCC2-AS1",0.834293380470443
"ZXDB",0.834377348529979
"RPP25L",0.834585167971442
"MFSD4B",0.834620270822081
"COG2",0.835592549450305
"VSTM2A",0.836256181369444
"ADAMTS1",0.836322377674624
"PDIK1L",0.836720870582441
"RP11-526D8.11",0.837101803157495
"AC099850.1",0.837353706278937
"RP11-414H17.5",0.837605652961472
"RP11-536G4.2",0.837883364899286
"RP11-429P3.3",0.838115996007075
"HAPLN3",0.839247004982242
"RBKS",0.839279812934603
"CCDC144CP",0.840468112523247
"SLC6A9",0.843649923225275
"MXD3",0.843712376101292
"DAAM2",0.844876366341424
"GATM",0.845367359421901
"ZNF808",0.845583486669001
"PTPRK",0.845817574290221
"DNAH10",0.845858590259905
"CAPN10",0.846285882099082
"RP11-64B16.5",0.846520102292698
"NES",0.846595882513742
"C15orf39",0.846988675273242
"FOXRED2",0.847087708148544
"RP11-455F5.5",0.8476918662721
"RP11-283I3.6",0.8476918662721
"ZBTB26",0.8476918662721
"RPARP-AS1",0.847825893029518
"PRKD3",0.848072073750279
"RUSC1-AS1",0.848318314037135
"ALOX15B",0.848864735543769
"ECT2L",0.850783995578334
"KCNE2",0.85097868675712
"ZNF677",0.851030891853571
"TP53RK",0.851684133614412
"IGFBP7-AS1",0.852019074115637
"CH17-472G23.2",0.852292258181275
"RP5-1159O4.1",0.852293066287484
"SEC14L5",0.852513523705079
"HMCN1",0.853503140263072
"DNASE1L1",0.853750693923995
"COBL",0.85380286466504
"AC073316.1",0.854981487441645
"FNTA",0.8549893599355
"ANKRD34C-AS1",0.855237272760178
"LINC00862",0.855925183109354
"ACKR3",0.855981370687334
"RP11-134G8.7",0.856397296823467
"COL12A1",0.857471185123055
"BEND3",0.857719697480294
"P3H3",0.858760525137013
"DYRK2",0.859212032386425
"RP11-84A14.6",0.859435940730027
"RP4-655J12.4",0.859435940730027
"RP3-406P24.3",0.859691674069755
"DNPH1",0.860326982600559
"RP11-54O7.17",0.86070653040984
"GDF15",0.860955823892853
"DLGAP1-AS1",0.861128188505215
"FANCD2",0.861205177543723
"RPL34P6",0.861483025003631
"SPATA45",0.862436124215757
"PLBD1",0.862702563624601
"RP13-52K8.1",0.862763865786129
"INPP5J",0.863025514403292
"ABCC8",0.863202174187908
"RP11-4B14.3",0.863262879923838
"C19orf48",0.863975242932991
"AC016768.1",0.864815471668929
"RP11-167N5.5",0.865638977937392
"SPNS2",0.865638977937392
"DHFR",0.86609913805131
"IL17RD",0.866455523575239
"LINC01315",0.867543055527875
"RP11-291L22.9",0.867709529475291
"NDUFB8P2",0.867851837684972
"RP11-363J20.2",0.867898096362827
"CHEK1",0.868257818103703
"RP11-386I14.4",0.868295061127165
"CH17-373J23.1",0.869184370256986
"RP11-156L14.1",0.869211457419585
"RP11-473M20.11",0.869538444408738
"MMP14",0.870955760808167
"RBM38",0.871598669591447
"NBPF17P",0.872236480978402
"TMIGD3",0.872992882862218
"TRDMT1",0.874254767371877
"PORCN",0.874507326584605
"RPL34P27",0.876407574370451
"WASH1",0.876728574333417
"AC144652.1",0.877826257645592
"PCDHB10",0.878306550515182
"LGALS3",0.879988980191544
"RP11-963H1.1",0.880229505691968
"RP11-1007O24.3",0.880470075801821
"LINC01170",0.880951349861112
"FAM153C",0.881095240340052
"EIF3FP3",0.881192053816192
"AC096669.2",0.881349445201754
"PSPN",0.882621386459608
"RP11-230B22.1",0.883145317359076
"HRASLS5",0.885290850319083
"LINC01598",0.885532357877431
"PYROXD2",0.885773910107061
"RP11-648K4.2",0.885773910107061
"AJAP1",0.885935594650603
"BCL9L",0.886446392077671
"SPAG17",0.886446392077671
"FTH1P8",0.886577679229824
"KIF27",0.887707936445673
"KIRREL",0.887724459471004
"STYX",0.889402556004853
"PSMB8",0.889644823354672
"GLI3",0.889772561162895
"ZNF284",0.889772561162895
"STON2",0.89002885051414
"ERICH5",0.890129492213138
"ZNF684",0.890371893727338
"RP11-428C19.4",0.890378337044696
"LZTFL1",0.890614339968553
"HLA-L",0.891054623185813
"MYH13",0.891567878847065
"C19orf38",0.891584572259007
"GPSM2",0.892338224261634
"NPIPA1",0.893041262976161
"HCG11",0.893041262976161
"TJP2",0.893623365868051
"AMZ1",0.893880579183118
"ATG3",0.894256402711995
"ENTHD1",0.89491004948382
"U91328.21",0.895137785496391
"RP5-952N6.1",0.89542515502419
"AC005776.1",0.895452885018709
"CCBE1",0.895682800433331
"XXbac-B135H6.15",0.896184944437523
"CRYAB",0.896713999939386
"CD6",0.896971954342531
"RP11-666E17.1",0.897232796738254
"ZGRF1",0.897664749647281
"AP5S1",0.898640175878137
"RP11-789C2.1",0.898640175878137
"CBLN1",0.899860467152235
"AC136352.3",0.901326296243829
"RP11-403B2.7",0.902219561466009
"RP11-575F12.1",0.903181437619514
"CTD-2571L23.8",0.903283246771693
"RP11-343H19.1",0.903528067485001
"CASP4",0.904739392766748
"RP11-432J24.2",0.904850454495226
"DOK1",0.905978743196148
"DSEL",0.906224057684562
"NLRC3",0.906559836968463
"LANCL1-AS1",0.906694655692161
"MMP25-AS1",0.906714821378652
"FLI1",0.90682014942739
"RP1-117O3.2",0.906960270589721
"CLEC11A",0.907099708817259
"RP11-158M9.1",0.907205764713731
"MDFIC",0.907340961215577
"BLM",0.907340961215577
"TMEM220",0.907485676937531
"SLITRK1",0.908188190393017
"CNR2",0.908383332607184
"HLA-DRB1",0.908679672780261
"AL133249.1",0.909596971210352
"ADRA2A",0.909909165101211
"RP11-254F7.2",0.909909165101211
"STAG3",0.909948760664257
"C14orf28",0.910401276627046
"RP11-525K10.3",0.910401276627046
"ZNF334",0.910993627796183
"RP11-115N4.1",0.911255000742043
"FAM129A",0.911386039106463
"AC115522.3",0.912125083049525
"EFHB",0.912371520965455
"WIZ",0.913357722374843
"BNIP2",0.914134230053884
"UGT2B7",0.914920788774427
"MRPL13",0.915085306772087
"CXCL14",0.915120702190745
"GTF2H2C",0.915183100311692
"RP11-68E19.2",0.917309726921801
"RP11-57C13.6",0.917310808456006
"HBQ1",0.917557109805893
"RP11-641D5.2",0.917770486022491
"AP001601.2",0.917804387720727
"HCG27",0.918600859189604
"RP11-57H14.3",0.918721665809745
"RP13-258O15.1",0.919238711351678
"EXD1",0.920033415601764
"KLHL15",0.920529217324463
"RP11-664D1.1",0.920706137474727
"C11orf70",0.921273257859324
"CTD-2562J17.2",0.921521361501659
"ADAMTS19",0.923345901010344
"RP11-227G15.3",0.923507813370533
"PCDHB2",0.923610223888719
"HS3ST1",0.924004877192058
"PNMT",0.924187050233346
"RP11-395B7.4",0.92498663289853
"EHD4",0.925497151041147
"RP11-219E7.4",0.925550532781265
"NAXE",0.925746021224427
"RP11-669M16.1",0.926346901330534
"NACA",0.926492902469331
"AC006160.5",0.926741953124646
"RP5-1009E24.9",0.927240189811379
"RP11-111M22.3",0.927240189811379
"ZNF70",0.927317370187722
"AP006621.9",0.927738607016869
"WDR91",0.928378829362775
"RP11-395P13.7",0.928723157919475
"TRPC4",0.928909938518813
"CD3EAP",0.928985439936165
"ISLR",0.930066235462522
"BLNK",0.930238819257861
"TMEM236",0.930982720427203
"CTD-2666L21.1",0.931232583719514
"RPL23AP7",0.931982444632823
"HPN",0.931982444632823
"TRIM16",0.932232488624623
"DPH1",0.932368323473248
"CHAC2",0.932468144685262
"ESR1",0.93343459800835
"IL12A",0.933984061787183
"RP11-613D13.5",0.934768869994433
"HSD3B7",0.935236541400635
"RP11-798K23.4",0.935737849712275
"ZBTB24",0.936372093972837
"NPRL2",0.937242859939694
"RPL34P34",0.937303849237342
"RP11-385D13.1",0.93797760870711
"TPRXL",0.937995975656473
"EFCAB10",0.938781225925659
"RP11-114H7.1",0.939438071311206
"CYGB",0.939714500133183
"RP11-313E19.2",0.939758384483657
"TRPV4",0.940390181702728
"ATP1A1-AS1",0.941195520916531
"AC004381.6",0.941515900336919
"CTC-429P9.1",0.941681277137482
"NOTCH3",0.941732732957673
"AC015971.2",0.941767663012148
"RP11-547D23.1",0.942019470965346
"SEMA4C",0.942270200497735
"AP003068.18",0.942807923633921
"FAM163A",0.942807923633921
"EXOSC9",0.943076881080944
"RP1-267D11.6",0.943076881080944
"TTC6",0.943345902463461
"ATP8B5P",0.944422627591671
"PLCD1",0.944961374084939
"RP11-286O1.1",0.946722176140616
"DNAH3",0.947118921857411
"RP11-293M10.1",0.947262434487396
"RP4-739H11.3",0.947262434487396
"MT1L",0.947532628263862
"RP11-270C12.3",0.947889854170795
"PUDPP2",0.948188826001584
"LINC00240",0.948739775304045
"RPF1",0.949341608809171
"RP11-798K23.5",0.949390193768761
"CCDC36",0.950101247252324
"RP11-243A14.1",0.950607899679156
"RP11-459F6.1",0.950915378744625
"LLNLF-187D8.1",0.952530758000275
"FAM221A",0.953143884132447
"RP11-109D20.1",0.953905564462866
"CYBRD1",0.955430150921627
"IL16",0.956334355666791
"SPARC",0.956598509940768
"FZD7",0.957720096098099
"AK8",0.959503708792752
"MDH1B",0.959604648161894
"NEURL1B",0.959877592666444
"RP11-291L22.4",0.960268795953426
"WDR72",0.960423675765578
"MFSD13B",0.960523915920821
"DSG1-AS1",0.960779081349182
"ENO3",0.96124328582338
"RP11-113K21.4",0.961369581841194
"C4orf51",0.961544850424285
"AQP3",0.961800197720735
"AC072062.3",0.961914487039045
"RPS18P9",0.962055590490259
"PCDH19",0.962063478666625
"RP11-485F13.1",0.962884254626777
"RP11-364L4.3",0.963004813186385
"CD83",0.963823009026606
"LA16c-390E6.5",0.963823009026606
"PDE6G",0.964356172102929
"PRKCQ",0.96486791286866
"IGFBP5",0.96535008452545
"AP000640.2",0.966148061110161
"RP11-279N21.1",0.966380791055394
"TRABD2A",0.966447696786363
"C19orf57",0.966916696203973
"RPL37AP1",0.969638035593211
"P2RY14",0.969995334131627
"DHX16",0.969995334131627
"AC142472.6",0.971023004165022
"RP11-136C24.3",0.972051403147414
"FTSJ3",0.97230861680907
"PRPS2",0.97230861680907
"AL021546.6",0.972565876041886
"B4GALT4-AS1",0.97333792719092
"RP11-25K21.6",0.973658372780619
"RP1-261D10.2",0.974110388565432
"LINC01324",0.974309190804361
"MRPS33",0.975140975303337
"SYCE2",0.975656542245473
"LSAMP-AS1",0.975656542245473
"C1orf112",0.976650006005615
"C1orf56",0.976688223370098
"PAPSS2",0.976688223370098
"EXOSC7",0.976688223370098
"AC144449.1",0.977720634273602
"UNC13D",0.978035554224278
"CBWD3",0.978035554224278
"ARHGAP33",0.979012174382698
"ZNF561",0.979012174382698
"ALG1L",0.979422740090433
"PIP5KL1",0.97978764601608
"RP11-734E19.1",0.980543467641955
"CTD-2006C1.13",0.980563528402293
"RP11-274H2.2",0.981094381905002
"RP5-1136G13.2",0.981367554498683
"PFN1P1",0.981566242186952
"RP11-523L20.2",0.98275867703727
"TMEM79",0.98415144249146
"SLC25A34",0.984189745778369
"CH17-260O16.1",0.985227452037404
"FLT1",0.985266838796859
