"Name","Score"
"EID1",0.0005133912866607
"TMEM64",0.000513903951630532
"CTD-2537O9.1",0.000514930561490311
"NCOA5",0.000514930561490311
"PKN1",0.000517504565597486
"CYB5D2",0.000518020650886861
"ZNF821",0.000519571480817057
"GRIK2",0.000519571480817057
"SLC4A4",0.000520089283098292
"OSBPL1A",0.000520089283098292
"UBE2S",0.000522164794691433
"SLC30A9",0.000522164794691433
"SLC22A23",0.000524247203956415
"SGO1-AS1",0.000524306430001189
"GABRB3",0.000524768886180731
"ASIC2",0.000525291000941477
"RP11-457K10.1",0.000525291000941477
"FOXK1",0.000527908072836498
"MED16",0.000528400162833982
"VDAC2",0.000528432788844719
"RRM2B",0.000528957939400329
"DVL1",0.000529483524791182
"MAGI2",0.000534763358067589
"ATP11A",0.000535293745685214
"CMTM4",0.000536355836112043
"GACAT2",0.00053688753950082
"RP11-85B7.4",0.000537952264079104
"TSN",0.000542508405207296
"CSK",0.000542765325913241
"TCEAL2",0.00054330231852555
"CDK19",0.000544377632026324
"ARHGEF6",0.000544915953498678
"TANC2",0.000545993927348131
"LRFN5",0.0005467140911658
"TRAF3IP2-AS1",0.000547073677686668
"NUDT18",0.000547558315087407
"CCDC137",0.000549780841043466
"PLA2R1",0.000552499158743388
"VIPAS39",0.000552499158743388
"TPPP",0.000553044164035826
"KMT2E",0.000555228667523626
"RP11-490G2.2",0.000556323612784601
"RASSF7",0.000556871759826935
"GSPT1",0.000557420356870916
"CCDC189",0.000557969404212043
"JAM3",0.00055906885096843
"USP32",0.000560170102462966
"LYRM4",0.00056034591843586
"IQCB1",0.00056127316106485
"ACTR3",0.000562378029145613
"HINT3",0.000563795524740089
"CLNS1A",0.000564593203241575
"RP11-6N17.9",0.000565526616188593
"CACNB1",0.000566259351368212
"PCYT2",0.000566393737248625
"ENDOD1",0.000566815643769797
"NEDD4L",0.000566815643769797
"AC140542.2",0.000570162970818641
"SMAP2",0.000570162970818641
"SYNE1",0.000570162970818641
"PACS1",0.000571842801617857
"MIR99AHG",0.000571842801617857
"CTD-2544M6.1",0.000573368637055764
"SENP2",0.00057352675469893
"STXBP5",0.000574088989852985
"MARK4",0.000574088989852985
"GOLGA7B",0.000576881471832697
"EIF2AK1",0.000576907060073939
"RP11-498P14.5",0.000577762334941925
"DUSP18",0.000579169807617438
"HOXA7",0.000579736648588998
"NELL2",0.000580303951797318
"MAP3K10",0.000580871717543894
"TP53I11",0.000581439946130377
"RUSC1",0.000582577793030381
"RP3-522D1.1",0.000582577793030381
"ACTR1B",0.000583147411947936
"ARIH2",0.000584859054198105
"GPR137C",0.000586002473305171
"CNTN6",0.000587721094434252
"TMEM101",0.000589310689837762
"COQ4",0.000591170939617596
"OSBPL6",0.000592324631126558
"CDC123",0.000592902180084574
"EEF1AKMT1",0.000594058685931445
"PKN2",0.000594637643430257
"ATP6V0D1",0.000595217071052873
"SON",0.000595217071052873
"MKX",0.000595217071052873
"RP11-766N7.4",0.000596377337891058
"DNAJC30",0.000596958177717774
"SLC25A46",0.000597539488890584
"FAM184B",0.000598121271715431
"UBE2Q2P1",0.000598121271715431
"RBM39",0.000599286253545765
"CSDC2",0.000599286253545765
"ATAD1",0.000599869453163885
"ERBIN",0.000599869453163885
"RNF146",0.000600132049837796
"ERICH1",0.000600453125659313
"PDE9A",0.000601621890508993
"DCAF7",0.000602792550550118
"SH3PXD2B",0.000603378592035409
"TRIM69",0.000603965108240383
"PSIP1",0.000605727508250008
"PIK3CB",0.000606315926411066
"DNAJB6",0.000606315926411066
"NDUFAB1",0.000606904820831229
"LCP1",0.000608084039682355
"PCDH9-AS2",0.000608674364730433
"RAB35",0.000609856447615532
"MAP3K3",0.000610448206070565
"KRCC1",0.000611040442946184
"SLC25A38",0.000612226353196845
"RPLP1",0.000612954977003208
"MFN1",0.000616989192972752
"RAD9A",0.000617586712927021
"C2CD2L",0.000618184715024369
"SRSF4",0.000618783199575982
"POM121C",0.000619382166893197
"PPA2",0.000619981617287499
"SURF4",0.000620581551070525
"PIP4K2A",0.000620581551070525
"FOXN3",0.000621782870050057
"SRGAP3",0.00062298612632791
"CRKL",0.000624794648645234
"FAM217B",0.000625993643524805
"PHF20",0.000627212815618999
"RHOT1",0.000629031554725125
"LMBR1L",0.000629638776838155
"CNBP",0.000629758972092831
"RP11-307P5.1",0.000630854686564807
"DNAJC9",0.000631463374806993
"ATP5G2",0.000632072552387715
"KIF2A",0.000632682219621635
"ANKRD36C",0.000632682219621635
"DRGX",0.000633292376823568
"ZDHHC21",0.000636350523382512
"AC007969.5",0.000636963627012105
"MLST8",0.000638191311115196
"TM9SF3",0.000638191311115196
"SCYL2",0.000638805892220907
"AP3B1",0.000640036534122323
"GMFB",0.00064020605374121
"PTGER3",0.000641269151054402
"PI4KB",0.000641886200949012
"CASD1",0.000641886200949012
"ZFR2",0.000642503745552079
"LINC01399",0.000643078907514493
"UNG",0.000644978877396154
"CCDC167",0.000645961946607327
"ASIC3",0.000646840436278371
"CALD1",0.000648083961256479
"OLFM2",0.000652451998892732
"MOB4",0.000652728795795344
"SV2A",0.000653078002203122
"SKAP1",0.000653078002203122
"KHSRP",0.000653704505955813
"LYPLA1",0.000655587023068465
"HSF2",0.000656215531791905
"ACBD6",0.000656844542559186
"AFF4",0.000659997138285527
"G3BP2",0.000660629168057395
"C12orf49",0.000662492834437982
"KLHL42",0.000663162333288649
"CTNNBIP1",0.000663796887742794
"TCAF1",0.00066445942679798
"KPNB1",0.000665703587815207
"TMED10",0.000665703587815207
"ANP32E",0.000666340167818572
"PRUNE1",0.0006664306324613
"KCNQ3",0.000666977255016556
"SF1",0.000667614849732394
"GLO1",0.000667614849732394
"ADNP",0.000668252952289472
"SUGCT",0.000669530682221678
"TMEM120B",0.000670170310244357
"GLRX3",0.000670810447403376
"ARID4A",0.000672092250427236
"SH3BP4",0.000674018781594655
"SEPT10",0.000674661980384529
"FABP5",0.000675662292308385
"INTS10",0.000676594646507638
"PLEKHA6",0.000677239892884504
"UBE2Q1",0.000677355080478836
"SLC25A43",0.00067788565197201
"LONP2",0.000679826008757804
"FAM131B",0.000680358910420726
"RALGPS1",0.000681122149479894
"VSNL1",0.000681770991679872
"UBFD1",0.000681770991679872
"AC068533.7",0.000683070221391691
"COPB1",0.000683720609557598
"HAUS2",0.000684371513699806
"TBCD",0.000684371513699806
"PSMC6",0.000685022934145736
"RPS19",0.000685674871222969
"PPP2R2D",0.000689597361307693
"GDAP1",0.000692222728895493
"EHD1",0.000692479728997618
"GNL1",0.000692880370581787
"CAPRIN2",0.000692880370581787
"CORO2A",0.00069353853284249
"ACSL3",0.000694197216007207
"KIAA0196",0.000694856420405703
"UIMC1",0.00069617639422387
"CELF2",0.000696837164303854
"RP1-43E13.2",0.000697498456938239
"R3HDM4",0.000697498456938239
"C1QBP",0.000697580172453748
"TPCN1",0.000702142164687954
"C19orf52",0.000705474848270592
"SNTG2",0.000706142964249156
"SMARCA2",0.000708150476694118
"TMEM39B",0.000708150476694118
"YTHDF3",0.00071016274289564
"EWSR1",0.000711506899117031
"MRPS5",0.000713527108255114
"CUX1",0.000714201572585915
"SUDS3",0.000714201572585915
"CNTN4",0.000714876568116443
"ACAT2",0.000716228154115393
"PANK2",0.000716228154115393
"CERK",0.000716904745253571
"SLC7A1",0.000720295695740836
"PARD6G",0.000720295695740836
"RNF111",0.000720975487146691
"TAF6L",0.00072233667395437
"LINC01290",0.000722477337678843
"GTF3C5",0.0007230180700288
"CHN1",0.000724382469201545
"LAMP2",0.000725065472973417
"TMEM70",0.000725749013318259
"NISCH",0.000726433090573245
"UBA3",0.000726433090573245
"CD2BP2",0.000727751545027917
"MPP2",0.000727802857163148
"LHPP",0.000728488547173212
"MED27",0.000728488547173212
"TOP1",0.000729174775443713
"BRI3",0.000729861542312622
"LSM14B",0.000730548848118067
"SVOP",0.000730548848118067
"ULK4",0.000731925077891885
"NELL1",0.000736066736905095
"CDK7",0.000736758908381496
"GPR107",0.000737451622184494
"PHPT1",0.000738144878653972
"FLJ35934",0.000739533020952709
"AKAP11",0.00074022790746253
"NOL10",0.00074022790746253
"SAFB",0.000741619312905695
"PITPNB",0.000743710507241886
"MROH8",0.000743710507241886
"MAP2",0.000744833867254063
"GRSF1",0.000745107364893875
"SPATS2",0.00074543887763056
"C1QTNF3-AMACR",0.000745806613172677
"ATP11B",0.000746506408209035
"DGKG",0.000749311062771718
"BCAS3",0.000751420311420307
"MAP3K9",0.000751420311420307
"HLA-B",0.000753534505549712
"PHAX",0.000754240337524118
"GAS2L1",0.000754581010358353
"EDNRA",0.00075706917757866
"FGF13",0.000759906853608473
"TMEM65",0.000761329012008051
"CTD-2021H9.3",0.000762753387679343
"EBF4",0.000765608801898363
"NFAT5",0.000766324045570877
"TCP11L1",0.000769190591126186
"OPA3",0.000769190591126186
"ASPHD2",0.000772066066721876
"KCNT2",0.000777843897042647
"NUDC",0.000780019851861545
"INF2",0.000780746296375701
"YTHDF2",0.000782929013537798
"MRTO4",0.000782929013537798
"UPF2",0.000783657714965191
"RRP7A",0.000783657714965191
"CTB-35F21.1",0.000783657714965191
"LYPLAL1",0.000784386981496413
"EIF2S3",0.000785116813481994
"MARCH4",0.000785847211272636
"SUPT6H",0.000786578175219192
"ANKRD27",0.000786578175219192
"POR",0.000787309705672692
"EPC1",0.000787309705672692
"CGGBP1",0.00078892886611953
"H2AFV",0.000790241499582266
"QSOX1",0.000790975867841524
"D2HGDH",0.000793182385727168
"SLC30A6",0.000793182385727168
"NAP1L1",0.000793919030566105
"WRB",0.000793919030566105
"ADRM1",0.000794656245431194
"DNAJB14",0.000794656245431194
"SMARCAD1",0.000796132386651282
"DIRAS2",0.00079687131371241
"LRRN1",0.000798350882503404
"HEXIM1",0.000799091524940384
"PTPDC1",0.000799091524940384
"IFNGR1",0.000801316888663396
"LRSAM1",0.000801316888663396
"USP25",0.0008020598232222
"DHX9",0.0008020598232222
"RIMS3",0.000805783111854144
"GSKIP",0.000807276454657856
"FYN",0.000808023990484943
"USP33",0.00080952079276846
"LARP4",0.000810270059936936
"KMT5A",0.000811019904931531
"NPPB",0.000811736405223589
"MRPS10",0.000812890307416134
"CXorf56",0.000814777809777273
"MAPK10",0.000814777809777273
"FAM109A",0.000816359793597374
"SUMO1",0.000817794570924427
"SOS2",0.000817794570924427
"NDUFV1",0.000819840971527824
"IREB2",0.000821578606502253
"APC",0.000826138698425841
"NSFL1C",0.000826900760359733
"AGPAT5",0.000826900760359733
"SDF2L1",0.000827663407999482
"AFTPH",0.000828426641705164
"SEMA7A",0.000833018371508918
"ABHD8",0.000833018371508918
"BBS9",0.000833018371508918
"ZNF189",0.000833785717772156
"EBP",0.000835322177517723
"CROCC",0.00083609129172336
"RP11-563P16.1",0.000836241905793834
"CETN2",0.000838402176015009
"SUB1",0.000838605903937235
"CBLB",0.000839173652544594
"CHADL",0.000839945720561175
"AMDHD2",0.000840718380427485
"RP11-138A9.1",0.000841491632506432
"RP1-278E11.3",0.000842161799391137
"VCL",0.000842265477161081
"TRAPPC12",0.000843039914754672
"SOS1",0.000843039914754672
"CNOT4",0.000843814945650607
"ARHGEF10L",0.000844590570212462
"HECW1",0.000846570792590439
"EIF4G1",0.000846921009531733
"GAMT",0.000848114758853547
"UBQLN2",0.000848114758853547
"PPP2R5D",0.000849256804948846
"PPP4C",0.000850036595366138
"CTD-3105H18.18",0.000850036595366138
"PPP1R12B",0.000857081599088735
"ARHGAP5",0.000857867371759604
"ZNF767P",0.000858653744669284
"HSD17B7P2",0.000859440718184531
"CNPY3",0.000860120414613102
"SMG7",0.000863384607692397
"PDAP1",0.000864966380589721
"TMEM72",0.000864966380589721
"PSMC5",0.000866550567669821
"VPS13C",0.000866550567669821
"UBE3A",0.000867343567449187
"RP11-889L3.1",0.000868931381329579
"UBOX5",0.000870521616764852
"ATOX1",0.000872114276708572
"UBA52",0.000872259954946157
"BAZ2A",0.000872911516794827
"PIR",0.00087348131444535
"PDE4C",0.000873709364117006
"CNTN5",0.000875306881949124
"RP11-649G15.2",0.000876906833166596
"PTK7",0.000876906833166596
"STARD4",0.000877153502134851
"FAM169A",0.000877707722221104
"RP11-384C4.7",0.000878509220733804
"DHPS",0.000880917376731615
"SCN8A",0.000880917376731615
"C9orf41-AS1",0.000881515740997362
"COL26A1",0.000882525868160098
"RP11-1277A3.2",0.000883331031218265
"PSMD10",0.000884943193882388
"RP11-296E23.1",0.000884943193882388
"AC005592.2",0.000885750194232828
"PRSS12",0.000887366034832945
"AK3",0.000890605086070725
"C2orf76",0.000891416386481767
"CWF19L2",0.000892228302680563
"ZXDC",0.000893040835040972
"ZNF644",0.000894667749742896
"LSM14A",0.000897928989554649
"KIF26B",0.000897928989554649
"CERS4",0.000898745845528611
"WIPI1",0.000898745845528611
"SHARPIN",0.000899563320661162
"GPSM1",0.000900381415327697
"VKORC1L1",0.000902019464765124
"IFT52",0.000903659996847423
"TMEM109",0.000905713994166242
"RP11-1198D22.1",0.000906972209874876
"TULP4",0.000907772208379524
"UBR5",0.000911900002352063
"RNF20",0.000911900002352063
"PIP5K1B",0.000914384177938401
"INVS",0.000916043425966628
"BAP1",0.000917087724650486
"CCNDBP1",0.00092090393581205
"CENPB",0.000921036232049849
"RP11-134F2.8",0.000921870566921905
"R3HCC1L",0.000922705531528151
"ANKRD7",0.000926889813884834
"BACH1",0.00092940796446768
"IMPA1",0.00092940796446768
"PRELID3A",0.000930248613810764
"ALKBH7",0.000933715330116075
"VPS26A",0.000934461371324353
"CDK17",0.000935305827662503
"TIMM17A",0.000937843013236224
"TNRC6C",0.000937843013236224
"TIAM2",0.000937843013236224
"SECISBP2L",0.000940385931696214
"EPB41",0.000941234846947523
"ATPIF1",0.000942934593400767
"GMPR",0.000943785425371196
"SFPQ",0.000945489008722206
"GPATCH3",0.00094634176087232
"ABLIM2",0.000947195153852149
"NDUFA10",0.000947195153852149
"FNDC4",0.000948903863841939
"RP11-439A17.4",0.000948903863841939
"FAM21C",0.000950615141775269
"C5orf15",0.000952328990738607
"CAPS2",0.000952328990738607
"PAIP1",0.000953186880321809
"MAN1A2",0.000957485994715092
"TTC9",0.00095834775359778
"P4HA1",0.00095834775359778
"TCERG1L",0.000961801255389247
"NPM2",0.000961801255389247
"GLB1",0.000962396107032036
"SGIP1",0.000962666249341782
"SCP2",0.000963531891472592
"AIM2",0.000963531891472592
"FEZ2",0.000964398182170187
"TRMT61B",0.000965265121823247
"BST2",0.000966360422856613
"RRP36",0.000967869838404679
"TSPAN17",0.000969010457559934
"PLK2",0.000969609568036693
"H2AFJ",0.000970337625550228
"HOXB7",0.000971351902833826
"GABPB1",0.000971351902833826
"TTLL12",0.000973096845916042
"DGKD",0.000973096845916042
"REXO2",0.000973970296539806
"RMND5B",0.000973970296539806
"SLC27A1",0.000974844400406093
"CREB3L1",0.000977470635368802
"TRIP4",0.000977470635368802
"SLK",0.000979224732058923
"VAMP8",0.000980981451108624
"AAK1",0.000980981451108624
"RP11-323I15.5",0.000982740795653296
"PSMA3",0.000982740795653296
"LIMS1",0.000985384742138946
"BTN2A1",0.000987150664156808
"MPG",0.000988919222665637
"WARS",0.000988919222665637
"PPM1K",0.00098980449158782
"TFDP1",0.000991577010736574
"DNAJC16",0.000992464261751213
"UBTD1",0.000992464261751213
"DANT2",0.0009958278120481
"DUT",0.000996019884613894
"PSEN1",0.000997801672854684
"ANKRD12",0.000998693562560422
"RP11-1166P10.6",0.00100137321876595
"RETSAT",0.00100226776785019
"HDLBP",0.00100316298276922
"MXD4",0.00100405886391946
"RUNX1T1",0.00100405886391946
"DYRK1B",0.0010049554116975
"LINC01364",0.00100675050872425
"SEMA4D",0.00100675050872425
"VAPA",0.00100945445201924
"C16orf70",0.00101124994507347
"PCMTD2",0.00101305440547693
"TECPR1",0.00101395764138473
"HACD2",0.00101395764138473
"PDE11A",0.00101486154829459
"ZRANB1",0.00101667137671552
"SPRED1",0.00101757729902459
"NADK",0.00101757729902459
"SGPL1",0.00102120771823618
"RPS6KA3",0.00102211700753143
"SYCE1L",0.00102758692385676
"PGPEP1",0.00102941564103385
"TMEM128",0.00103124706942932
"MAFG",0.00103859995953243
"GNAI3",0.00104414325270959
"CTC-458I2.2",0.00104456130413535
"ANO4",0.00105157264364976
"RP11-530C5.1",0.00105157264364976
"TMCO1",0.00105436999778381
"AC009495.4",0.00105436999778381
"NCOA3",0.00105436999778381
"TMEM267",0.00105623834343613
"CMTR1",0.00105623834343613
"PTPN9",0.00105623834343613
"FMN2",0.00105810944720075
"MKRN1",0.001059983312334
"UBLCP1",0.00106401200212205
"ARID4B",0.0010656215085521
"RP11-370I10.6",0.00106661343037276
"C14orf39",0.00106939417270317
"SNCB",0.00107033907582231
"VSTM5",0.00107033907582231
"HDAC11",0.00107223096942396
"ARG2",0.00107602311755747
"SEL1L3",0.00107697289884441
"CTC-463A16.1",0.00107981326491831
"CHD4",0.00108173229134002
"ARFGEF2",0.00108173229134002
"ARL3",0.00108268626993034
"EXT1",0.00108364094951158
"PRKAG1",0.00108842487670843
"RP11-229P13.27",0.00108996468126785
"NUDT2",0.0010903433689581
"SF3B6",0.00109130367131447
"COQ10B",0.00109130367131447
"CDYL",0.00109322639055764
"RALGAPB",0.00109515193193329
"HMP19",0.00109611576195594
"RP11-739N20.2",0.00109708029875426
"NUMA1",0.00109901149433631
"PLEKHO1",0.00110094552199814
"CHTF8",0.00110094552199814
"FBXO11",0.00110094552199814
"NFIB",0.00110288238506134
"CSTF3",0.00110482208685043
"PLA2G16",0.00110579300330689
"LOXL1",0.00110579300330689
"RP11-517O13.1",0.00110579300330689
"WASF2",0.00110606899719868
"PNPLA3",0.00110676463069285
"CCT8",0.00110754228843291
"MDH1",0.00110754228843291
"FAAP20",0.00110773696942469
"C10orf11",0.00110871001991898
"PDGFD",0.00110968378259247
"FKBP4",0.00111049351874964
"ATXN2",0.00111652009737031
"FAM126B",0.00111847976357295
"LRRC8B",0.00112087175201104
"FLVCR1",0.00112142463660034
"ZNF579",0.00112236058559573
"CTDSPL",0.00112240769561135
"UBE2D3",0.00112339147265535
"PSMD8",0.00112437596815184
"FAM193A",0.00112634711618123
"GRAMD4",0.00112733376955405
"TMEM183A",0.00112832114305921
"WBP4",0.00112833153967927
"SGMS1",0.00113227784681452
"HAVCR2",0.00113326882729143
"MEAF6",0.00113426053042599
"AKAP8L",0.00113624610635433
"MACROD1",0.00114022594866235
"CTD-2026D20.3",0.00114022594866235
"RP3-395M20.12",0.00114122272221353
"GBE1",0.00114122272221353
"APLP1",0.00114421740076952
"LANCL2",0.00114822048975409
"ULK2",0.00115022640655028
"CA10",0.00115094633442702
"RPS19BP1",0.00115123045950925
"TNFAIP2",0.00115123045950925
"LRRFIP1",0.00115223524274162
"SLC25A42",0.00115324075667225
"AKAP10",0.00115727012788103
"OSBPL9",0.00115876715940412
"AC034220.3",0.00115928920873488
"ASCC1",0.00116029984946489
"NOP10",0.00116232333366279
"SEMA4B",0.00116333617798392
"DOCK9",0.00116333617798392
"OSTM1",0.00116434975768897
"CCSER1",0.00116536407320502
"PIK3IP1",0.00116637912495934
"RBM14-RBM4",0.00116637912495934
"GAK",0.0011684114388928
"SRPRB",0.00117146544227245
"RP11-96C23.14",0.00117248492043948
"XRCC5",0.00117554779206198
"KMT5B",0.00117554779206198
"FAM20B",0.00117759340836809
"TCEAL7",0.00117861732837644
"AP1AR",0.00117861732837644
"USP37",0.00117964199019451
"ZDHHC13",0.00118272043080677
"GLYR1",0.00118374806416438
"NIM1K",0.00118889739898628
"C11orf58",0.00119096235271387
"CD276",0.00119199594983261
"SMIM10L2A",0.00119510122739467
"STRBP",0.00119510122739467
"DCAF16",0.001197248891674
"CREBRF",0.00119821324334992
"GAA",0.0011992520814429
"RHOB",0.00120038720181682
"RP11-426C22.5",0.00120237310011365
"RFTN1",0.00120341494258055
"CAPN5",0.00120550088448417
"VAPB",0.00120550088448417
"TMCO3",0.00120758983857768
"SHFM1",0.00120863544628265
"RP11-21L19.1",0.00120984110695275
"NARS2",0.00121282542497914
"HDAC5",0.00121387480880042
"FN3KRP",0.00121597584647143
"POLR2H",0.00121702750119386
"NEK1",0.00122124170285355
"PPP1CA",0.0012225376201942
"APPBP2",0.00122335335946558
"TMEM47",0.00122892518471264
"GRK4",0.00123076813522639
"NACC1",0.00123183043952989
"WDR46",0.00123212882836162
"KLHL20",0.00123212882836162
"PEX6",0.00123502193803563
"RIMKLA",0.00123502193803563
"TTC14",0.00123822032416913
"GRK6",0.00124035641392049
"SERP2",0.00124177932313444
"COL6A1",0.0012424955736479
"IRF2BP2",0.00124500937557207
"GPS2",0.00124893150798876
"ATPAF1",0.00125148937104101
"PIP5K1C",0.00125323754553705
"TIPIN",0.00125323754553705
"LRRC28",0.00125539519933017
"YBEY",0.00125755594786421
"SLC39A14",0.00125755594786421
"GLIS1",0.00125863748376835
"HDAC3",0.00126297138199551
"RP11-428O18.6",0.00126622996045618
"NCSTN",0.00126731770894336
"CTD-2105E13.14",0.00126944668572246
"UCN",0.00126949554209127
"RP11-479O9.4",0.00127058562764372
"LRCH3",0.00127167649310996
"EEF1D",0.00127823808910504
"RHEBL1",0.00127933442647588
"MEF2D",0.00128372761533719
"VPS8",0.00128813336872163
"KCNQ2",0.0012903409660866
"TSHZ3",0.00129587375697403
"NAPG",0.0012980924017727
"TMOD2",0.00129920291064117
"LPIN2",0.00130253918853738
"NUB1",0.00130476733772625
"N4BP2L2",0.00130588260285385
"NUBPL",0.00130588260285385
"YKT6",0.00130699866227321
"TMEM167A",0.00130933219898436
"UBE2G2",0.0013114708519211
"GRAMD1B",0.00131259088959056
"PIGZ",0.00131259088959056
"UHRF1BP1L",0.00131820304215803
"PDCD10",0.00131932786869384
"LPP",0.00132270714852735
"UGP2",0.00132270714852735
"LIPE-AS1",0.00132496400648863
"CABP1",0.00132835530964887
"SEC61A2",0.00132835530964887
"WHSC1L1",0.00133175384321574
"MSL1",0.0013362964899126
"TSFM",0.00133743416688583
"FLYWCH1",0.0013419929497067
"ACADVL",0.00134313466643499
"WDR7",0.00134313466643499
"DPM2",0.00134331976987801
"SPESP1",0.00134656467441372
"FAAH2",0.00134770963120157
"MANEAL",0.0013511493703827
"TSPAN3",0.00135537845030128
"TRAF3",0.00135805079983493
"MTSS1",0.00135883942475732
"STAT5B",0.00136035779385972
"MGST3",0.00136151251498682
"NMRAL1",0.00136151251498682
"RPL23A",0.0013626680528061
"SYAP1",0.0013649815803695
"HINT1",0.00136578228953056
"RP13-516M14.1",0.00136578228953056
"ZNF414",0.00136613957103827
"ADCY9",0.00136845800846302
"LSM1",0.00136961845614483
"ARFGAP2",0.00137194181176332
"TXNL1",0.00137310472062701
"SESN1",0.00137426845081199
"MSRB2",0.00137624902960338
"COG5",0.00137659837700195
"ADNP2",0.00137659837700195
"GPBP1",0.0013800994378027
"PARN",0.0013800994378027
"PRKACB",0.00138360791557825
"TMEM69",0.00138477905855797
"TMEM246",0.00138501956161234
"RPL11",0.00138712382289352
"CACNG4",0.00138947189483789
"XPR1",0.00138947189483789
"DUSP3",0.00138960947253434
"ADORA1",0.0013906471723294
"CORO1C",0.0013977162479664
"C12orf75",0.0013977162479664
"ANKRD13C",0.00139889733338332
"SLC35F3",0.00139914406906946
"RASA4CP",0.00140007925037481
"EML4",0.00140007925037481
"RBM26",0.0014012619994092
"HERC3",0.00140244558095501
"FADS2",0.001404815243456
"PRIMPOL",0.00140600132534922
"NEIL2",0.00140802942221543
"RNF121",0.00140956457923216
"PTPN20",0.00141075400149328
"PSD3",0.0014155200579094
"TPM3",0.00141910339914143
"RP11-368L12.1",0.00142216357218135
"MDM4",0.0014250924320837
"CDR2",0.0014250924320837
"FAM21A",0.00142629276255344
"SLC45A4",0.00142989881023194
"SPG21",0.00143110251312482
"SLC38A7",0.00143230706030671
"CTU1",0.00143471868943246
"NNAT",0.0014359257723243
"SACS",0.0014359257723243
"SERF2",0.00143676206597574
"RP1-184J9.2",0.00143713370140109
"AP3B2",0.00143834247713732
"PPM1L",0.00144076257048703
"SPG20",0.00144318605617331
"CCNA1",0.00144401697167801
"CLVS2",0.00144682765365387
"PPP1R15A",0.00144925963682697
"YME1L1",0.00144925963682697
"CTD-2269F5.1",0.00145047690529819
"AC024560.3",0.00145291399839339
"ZMIZ1",0.00145902166429097
"AASDHPPT",0.00146024576126177
"CACNG2",0.00146147071394521
"TMEM63C",0.00146392318836411
"RSF1",0.00147006938290097
"WTAP",0.00147130119852779
"MAST3",0.00147253387418084
"WDR25",0.00147253387418084
"BMPR1B",0.00147623706610133
"FER1L6-AS2",0.00147623706610133
"TSPAN2",0.0014787101696569
"ENO1",0.00147994801556056
"DPH7",0.00147994801556056
"DAB1",0.00148072613644135
"TBC1D1",0.00148118672485672
"BSG",0.00149362141048115
"WIPF1",0.00149362141048115
"C17orf89",0.00149486964893174
"TEAD1",0.00149486964893174
"HS3ST4",0.00149513373527617
"TCEAL8",0.00149561419678097
"RRM1",0.00149611875656859
"COPG1",0.00150237734949828
"ELL2",0.00150488688793396
"MTMR3",0.00150488688793396
"LDLRAD3",0.00150865774478933
"SEC61B",0.00151243647235087
"RP11-51J9.5",0.00151496000315983
"GPBP1L1",0.00151748704179525
"PCDH7",0.00151816738635908
"PIN1",0.00152005885515441
"CLK1",0.0015225516581477
"RPL35P5",0.00152275856521002
"MAP3K13",0.00152508924367401
"C9orf72",0.00152574441440011
"CRY2",0.00152763035264528
"MSRA",0.00152763035264528
"RP11-57A19.7",0.00152954409455659
"ERO1A",0.00153144863112158
"ZNF131",0.00153272315657707
"NACAD",0.00153399856583076
"LRRC45",0.00153399856583076
"KIF13A",0.00153527485937288
"TPM1",0.00153783010128429
"TTC28",0.00153910905063502
"CSRNP3",0.00153910905063502
"LRCH1",0.00154166960858171
"RNF19B",0.00154551710098642
"RASAL2",0.00154937259177831
"LY6E",0.00155057593738446
"C16orf62",0.00155194736908683
"TMUB2",0.00155249917176119
"GOLT1B",0.00155323609425388
"OSBPL10",0.00155323609425388
"RIMS4",0.00155581622007997
"LARP6",0.00155710762172618
"CD9",0.0015622821647254
"MSC-AS1",0.0015622821647254
"PIK3C2A",0.00156747102972657
"MAST2",0.00157137209635553
"COPS9",0.00157397729958301
"ARHGEF9",0.00157658610115685
"MRPL4",0.00157919850505202
"PTPRU",0.0015818145152468
"NDN",0.00158443413572274
"ATP6AP2",0.00158548297459496
"AC005387.3",0.00159341563786008
"XYLT2",0.00159494880018473
"RP4-597N16.4",0.00159528848255297
"SNRPC",0.00159725530906117
"IDH3A",0.00159890676035533
"MARCH5",0.00159890676035533
"MAP3K4",0.00160154994493718
"SNX24",0.00160419676976709
"AC010967.2",0.00160552154852794
"CRYZ",0.00160817384124904
"A4GALT",0.00160950135621293
"TTC37",0.00160950135621293
"FBXW4",0.00161082978424849
"SPIRE2",0.00161348938154421
"TPD52",0.00161482055180967
"MORC3",0.00161482055180967
"ELMOD1",0.00161615263715743
"KLHL28",0.00162149013943792
"C1orf52",0.00162282680774887
"PKD1",0.00162684232332621
"KIF9-AS1",0.00163086611546966
"EXOC7",0.00163355324839355
"CH17-140K24.8",0.00163355324839355
"SPATS2L",0.00163489819782096
"PPP1R10",0.00163624406990007
"MRPL27",0.00164028722711148
"AGPAT3",0.00164163679486233
"CENPP",0.00164433870642706
"EFHD2",0.00164704432279241
"NDUFA3",0.00165110970272997
"CYB5R3",0.00165518344133725
"NAT10",0.00165518344133725
"DPCD",0.00165654321406337
"ZCCHC10",0.00165790391756687
"ANKH",0.00166199161783895
"MRGBP",0.00166199161783895
"TSPAN13",0.00166335604955035
"RC3H2",0.00166472141458937
"KLHL3",0.00166472141458937
"CHD6",0.00166472141458937
"SAP30BP",0.00166882311478
"ZFP90",0.00166882311478
