"HGNC.symbol","Score"
"CCL23",1
"CCL7",1
"CCM2",8.93481176740945e-07
"CCM2L",1
"CCN1",1
"CCN2",1
"CCN3",1
"CCN4",1
"CCNA1",1
"CCNA2",1
"CCNB1",1
"CCNB2",1
"CCNC",2.13158804969557e-09
"CCND1",0.0136165677881152
"CCND2",0.053362627086958
"CCND3",0.00402134938702939
"CCNDBP1",4.35368377534106e-10
"CCNE1",0.0001457548088589
"CCNE2",0.022102644577169
"CCNF",1
"CCNG1",4.93989628563364e-07
"CCNG2",0.00371631869646182
"CCNH",1.65596636375275e-06
"CCNI",1.48474806632446e-08
"CCNJ",0.143844921401068
"CCNJL",0.0209576080180443
"CCNK",0.223227011300698
"CCNL1",0.00012544284109421
"CCNL2",5.49578851495415e-05
"CCNO",1
"CCNQ",1
"CCNT1",9.58796422704665e-05
"CCNT2",8.43324848710465e-05
"CCNY",0.000218573368450585
"CCNYL1",0.0899734630867151
"CCP110",0.000321388421181067
"CCPG1",0.0145154766801024
"C15orf65",0.0472351312991025
"CCR1",1
"CCR10",0.0661608048884361
"CCR2",1
"CCR3",1
"CCR4",1
"CCR5",1
"CCR7",1
"CCR9",1
"CCRL2",1
"CCS",1.59397340785175e-05
"CCSAP",0.470563359726617
"CCSER1",0.775385847802183
"CCSER2",6.75945232576194e-07
"CCT2",5.03510667955978e-13
"CCT3",3.2051288476612e-08
"CCT4",2.46914159762014e-10
"CCT5",1.5437006776678e-11
"CCT6A",3.24545314801212e-07
"CCT6B",0.126871860220046
"CCT7",5.95993423998019e-09
"CCT8",9.94526875310525e-13
"CCT8L2",1
"CCZ1",0.000206283720703899
"CCZ1B",0.000206283720703899
"CD109",0.214392884694829
"CD14",0.515763375315786
"CD151",1.39828007716772e-09
"CD160",1
"CD163",1
"CD164",1.96036140565202e-08
"CD164L2",0.00430251084509613
"CD177",1
"CD180",1
"CD19",1
"CD1D",0.502182136628378
"CD2",1
"CD200",1.21577191798965e-08
"CD200R1",1
"CD200R1L",1
"CD207",1
"CD209",1
"CLEC4M",1
"CD22",1
"CD247",1
"CD248",1
"CD24",1.76863950733212e-21
"CD27",1
"CD274",0.000837626055880419
"CD276",0.378516593853835
"CD28",1
"CD2AP",2.20855473723471e-05
"CD2BP2",1.7871611277751e-06
"CD300A",1
"CD300LD",1
"CD300E",1
"CD300LB",1
"CD300LF",1
"CD300LG",1
"CD302",0.00970874078515256
"CD320",0.000171777201330121
"CD33",1
"SIGLEC6",1
"CD34",0.00134782104518155
"CD36",1
"CD37",1
"CD38",1
"CD3D",1
"CD3E",1
"POLR1G",0.000405416532642915
"CD3G",1
"CD4",1
"CD40",1
"CD44",1.87327764671323e-12
"CD46",1
"CD47",1.04146058344384e-10
"CD48",1
"CD52",1
"CD53",1
"CD55",0.500000000056798
"CD59",0.00545250613684645
"CD5L",1
"CD6",1
"CD63",3.23935597175894e-06
"CD69",1
"CD7",1
"CD70",1
"CD72",1
"CD74",0.177203717031864
"CD79A",0.0734247849452821
"CD79B",1
"CD80",1
"CD81",4.02816355386574e-11
"CD82",6.64529275273761e-06
"CD83",0.0343847479336284
"CD84",1
"CD86",1
"CD8A",1
"CD8B",1
"CD8B2",1
"CD9",3.54893428133523e-20
"CD93",1
"CD96",0.260260025816015
"CD99L2",7.01885670692446e-09
"CDA",5.5725441483261e-10
"CDADC1",3.18593966612416e-05
"CDAN1",0.483713993924715
"CDC123",1.31660326976724e-09
"CDC14A",1
"CDC14B",0.00102452345562869
"CDC14C",0.00102452345562869
"CDC16",1.95576402760705e-05
"CDC20",1
"CDC23",8.92076497432732e-05
"CDC25A",0.00103582427255889
"CDC25B",0.00975849810741051
"CDC25C",1
"CDC26",0.00154842643060884
"CDC27",2.00685009582092e-05
"CDC34",0.500000006469997
"CDC37",1.07134650555566e-07
"CDC37L1",0.000270550164538175
"CDC40",7.85763281580814e-05
"CDC42",5.23687872734423e-18
"CDC42BPA",6.84399425906691e-05
"CDC42BPB",0.00911795790578157
"CDC42BPG",1
"CDC42EP1",0.231631387638255
"CDC42EP2",9.38467828522117e-06
"CDC42EP3",0.00406648914765083
"CDC42EP4",0.000160833954790054
"CDC42EP5",1
"CDC42SE1",0.000339767930859217
"CDC42SE2",2.18885373942278e-08
"CDC45",0.0619621310336857
"CDC5L",0.888888975705285
"CDC6",1
"CDC7",0.00254827502578914
"CDC73",0.00207596071774084
"CDCA2",1
"CDCA3",0.00683057594896272
"CDCA4",0.000821353708304995
"CDCA5",1
"CDCA7",1
"CDCA7L",1
"CDCA8",0.00641843571552569
"CDCP1",1
"CDH1",2.52002527989186e-07
"CDH10",0.0171107564502746
"CDH11",5.65197952088182e-05
"CDH12",0.31259530020913
"CDH13",0.0314208196464292
"CDH15",0.057467815208054
"CDH16",1
"CDH17",1
"CDH18",0.0103286723278454
"CDH19",0.00370883109073278
"CDH2",1.8851807113258e-05
"CDH20",1
"CDH22",1
"CDH24",1
"CDH26",1
"CDH3",1
"CDH4",0.0166765970408869
"CDH5",1
"CDH6",1
"CDH7",1
"CDH8",0.0120625874363262
"CDH9",0.034604203395622
"CDHR1",4.75836010821644e-06
"CDHR2",1
"CDIN1",1
"CDIP1",2.1817481812907e-05
"CDIPT",2.73276006587958e-13
"CDK1",1
"CDK10",0.000426183650321003
"CDK11A",1.43436787864671e-06
"CDK11B",1.43436787864671e-06
"CDK12",0.00379929335376243
"CDK13",0.0165845058972697
"CDK14",3.19636215918475e-07
"CDK15",6.8210641830132e-08
"CDK16",4.30472787395023e-08
"CDK17",0.000312516848049579
"CDK18",0.0890951498267001
"CDK19",0.0070934206681405
"CDK2",1
"CDK20",0.00085817446996251
"CDK2AP1",0.500511793374267
"CDK2AP2",3.27649113533799e-06
"CDK4",7.87227855064079e-07
"CDK5",1.22323465800616e-12
"CDK5R1",0.00381812054005081
"CDK5R2",0.000122856024515295
"CDK5RAP1",0.00112932556240316
"CDK5RAP2",0.0107485585303875
"CDK5RAP3",0.000131812116209727
"CDK6",0.818799737718214
"CDK7",9.28904951694362e-06
"CDK8",0.000942372174246935
"CDK9",0.000279734119462098
"CDKAL1",0.00395132607375773
"CDKL1",0.0877994370060839
"CDKL2",2.20500753491342e-06
"CDKL3",0.000358429111495301
"CDKL4",0.0624841614146103
"CDKL5",0.11625313730338
"CDKN1A",1.2333470869944e-07
"CDKN1B",0.00164949365760351
"CDKN1C",1
"CDKN2AIP",0.00199770084762635
"CDKN2AIPNL",4.51150961190753e-07
"CDKN2B",0.00665688332883845
"CDKN2C",1
"CDKN2D",6.09608922282027e-11
"CDKN3",0.00299250032966568
"CDNF",0.0125358357840916
"CDO1",0.0382183586337412
"CDON",1
"CDPF1",4.31967679532968e-05
"CDR1",0.0690758163059296
"CDR2",6.75677988303239e-06
"CDR2L",1.51117325941584e-07
"CDRT4",1
"CDS1",0.000147383155595315
"CDS2",2.10807218427121e-08
"CDSN",1
"CDT1",1
"CDV3",6.03806282688281e-06
"CDX2",1
"CDYL",0.00183955234048092
"CDYL2",0.000696422791650096
"CEACAM21",0.889333142889882
"CEACAM16",1
"CEACAM18",1
"CEACAM20",1
"CEBPA",1
"CEBPB",0.218818785914053
"CEBPD",0.341153572419942
"CEBPE",1
"CEBPG",6.22272102148642e-05
"CEBPZ",9.81891698789366e-06
"CEBPZOS",0.00198704404219033
"CECR2",1
"CEL",1
"CELA1",0.00130176639541765
"CELA2A",1
"CELA2B",1
"CELA3A",1
"CELA3B",1
"CELF1",0.000138007534743367
"CELF2",0.000541167839906275
"CELF3",0.00226748749552027
"CELF4",9.79746062886303e-10
"CELF5",0.310783429586285
"CELF6",1.64734530005816e-06
"CELSR1",1
"CELSR2",0.0111263501233968
"CELSR3",0.0246519505963443
"CEMIP",1
"CEMIP2",1
"CEND1",1.53138320388167e-14
"CENPA",1
"CENPB",2.68520832688691e-05
"CENPC",8.53278994275817e-05
"CENPE",1
"CENPF",1
"CENPH",0.009765625
"CENPI",1
"CENPJ",0.00891675580490096
"CENPK",0.551537271206647
"CENPL",0.016435833593841
"CENPM",0.00293884213002961
"CENPN",0.00224270749854267
"CENPO",0.00675345030973099
"CENPP",1
"CENPQ",0.000938035248830121
"CENPS",1
"CENPS-CORT",1
"CENPT",0.00223702376555342
"CENPU",1
"CENPV",0.00293884213002961
"CENPW",0.0283777589049267
"CEP104",0.00268565901038464
"CEP112",0.23259577068242
"CEP120",5.76173405611377e-07
"CEP126",1
"CEP128",1
"CEP131",0.548324459335623
"CEP135",0.178835804206171
"CEP152",0.607591436316675
"CEP162",0.279428398190887
"CEP164",0.00125375731687878
"CEP170",2.47391391455073e-05
"CEP170B",0.000347788045965564
"CEP19",6.1397543499199e-07
"CEP192",1
"CEP20",1
"CEP250",0.00596883037126531
"CEP290",0.0112991981854408
"CEP295",0.93397826522678
"CEP350",0.00700833679722876
"CEP41",0.0250502491373856
"CEP43",1
"CEP44",0.0622427558392229
"CEP55",1
"CEP57",7.06879097731662e-05
"CEP57L1",0.0025081338937141
"CEP63",0.000494540944980695
"CEP68",0.0010068572905444
"CEP70",0.000574783839571496
"CEP72",1
"CEP76",0.00985870185624001
"CEP78",0.000412799474496548
"CEP83",0.0441284356113265
"CEP85",0.00303278036797358
"CEP85L",0.582116282228197
"CEP89",0.0414393729457713
"CEP95",0.0496117792888735
"CEP97",0.00193037659951299
"CEPT1",3.0487804056155e-07
"CER1",0.0115764338836141
"CERCAM",0.314747465424604
"CERK",5.2652383430652e-06
"CERKL",1
"GDF1",1
"CERS2",1.19843402581917e-06
"CERS3",1
"CERS4",0.000611353985852391
"CERS5",1.02250614294716e-06
"CERS6",0.0380054622838567
"CERT1",1
"CES1",1
"CES2",1
"CES4A",1
"CES5A",1
"CETN1",1
"CETN2",2.91543033485772e-09
"CETN3",3.04791864657158e-09
"CFAP126",1
"CFAP157",1
"CFAP20",0.0440467837045802
"CFAP206",1
"CFAP20DC",1
"CFAP298",1
"CFAP298-TCP10L",1
"CFAP299",1
"CFAP300",1
"CFAP36",1.58538551936722e-05
"CFAP410",1
"CFAP43",1
"CFAP44",1
"CFAP45",1
"CFAP46",1
"CFAP52",1
"CFAP54",1
"CFAP57",1
"CFAP58",1
"CFAP61",1
"CFAP69",0.730431196913343
"CFAP70",1
"CFAP74",1
"CFAP91",1
"CFAP97",0.0681905284333309
"CFAP99",1
"CFB",1
"CFD",1
"CFDP1",3.69691709160581e-13
"CFHR1",1
"CFHR2",1
"CFI",1
"CFL1",5.3865093006577e-17
"CFL2",8.26774177325623e-12
"CFLAR",0.000162077487293939
"CFP",0.0172864929876786
"CFTR",1
"CGGBP1",1.04360789112756e-05
"CGN",1
"CGNL1",0.00272771357822163
"CGREF1",1.86901159881381e-06
"CGRRF1",4.39700883369702e-05
"CH25H",1
"CHAC1",0.000350855042478385
"CHAC2",1.59591555190932e-08
"CHAD",1
"CHADL",0.0368172409822736
"CHAF1A",1
"CHAF1B",0.70032065785422
"CHAMP1",0.00227494205079042
"CHAT",1
"CHCHD1",1.31193529635135e-09
"CHCHD10",5.85979044849978e-08
"CHCHD2",1.1191377595543e-13
"CHCHD3",1.07700878372494e-09
"CHCHD4",3.42891482457424e-05
"CHCHD5",4.65134802189298e-05
"CHCHD6",2.15280381672905e-07
"CHCHD7",5.50252726528665e-05
"CHD1",0.0065267529107557
"CHD1L",0.00179559858548964
"CHD2",0.00476683667794732
"CHD3",0.000152535611497065
"CHD4",6.53063956402782e-05
"CHD5",0.0389417667236335
"CHD6",0.00114476381625271
"CHD7",1
"CHD8",0.00516220911612927
"CHD9",0.000806121323585615
"CHDH",1
"CHEK1",0.151388724425153
"CHEK2",0.0700665028882774
"CHERP",0.000746290899233655
"CHFR",1.36297652135005e-05
"CHGA",3.68185017016849e-09
"CHGB",9.95464368902084e-08
"CHIA",0.754784655872769
"CHIC1",0.00711483636847127
"CHIC2",0.00476683667794732
"CHID1",0.0001316641872467
"CHI3L1",1
"CHIT1",0.355001871260545
"CHKA",3.2818183289342e-06
"CHKB",0.00128762319195242
"CHL1",5.00485469321686e-05
"CHM",2.97016384085163e-05
"CHML",0.0255856817286086
"CHMP1A",2.28412276354136e-07
"CHMP1B",1
"CHMP2A",2.20453256667054e-12
"CHMP2B",4.95379690211496e-09
"CHMP3",2.59980566109098e-13
"RNF103-CHMP3",2.59980566109098e-13
"CHMP4B",1.9653790300263e-05
"CHMP4C",1
"CHMP5",1.06731662427125e-14
"CHMP6",9.63617757730194e-07
"CHMP7",2.39880812747938e-07
"CHN1",3.18862461584739e-08
"CHN2",0.00279728284921609
"CHODL",1
"CHORDC1",1.12322979238862e-05
"CHP1",2.27372908140695e-11
"CHP2",0.0115862360264815
"CHPF",2.21621466501519e-06
"CHPF2",0.00100753029661719
"CHPT1",0.000494054646828859
"CHRAC1",2.84486728047072e-05
"CHRD",1
"CHRDL1",1
"CHRM1",1
"CHRM2",0.0207459524303654
"CHRM3",1
"CHRM4",1
"CHRM5",1
"CHRNA1",1
"CHRNA10",1
"CHRNA3",0.00220132683408147
"CHRNA4",0.230853715211387
"CHRNA5",1
"CHRNA6",7.63852476444244e-06
"CHRFAM7A",0.940367956978102
"CHRNA7",0.940367956978102
"CHRNA9",1
"CHRNB1",0.639405222646477
"CHRNB2",0.000507834936130053
"CHRNB3",0.062605204057052
"CHRNB4",0.031000290633055
"CHRND",1
"CHRNE",1
"CHRNG",1
"CHST1",0.0544270455340565
"CHST10",0.00526759809800475
"CHST11",7.37885305870612e-05
"CHST12",5.60580973809236e-09
"CHST14",0.00303705656097877
"CHST15",0.000376542374793511
"CHST2",0.00053643807080608
"CHST3",1
"CHST4",1
"CHST7",1
"CHST8",3.98060461873531e-05
"CHST9",1
"CHSY1",0.00275963186563011
"CHSY3",1
"CHTF18",1
"CHTF8",0.0205749894230542
"CHTOP",2.03529452786844e-05
"CHUK",0.00023948835686148
"CHURC1",8.52201999880131e-05
"CIAO1",4.38793854786829e-07
"CIAO2A",1
"CIAO2B",1
"CIAO3",1
"CIAPIN1",7.96787847103164e-06
"CIART",0.385010080363759
"CIB1",9.92664749190208e-05
"CIB2",2.64666477371308e-06
"CIB3",1
"CIBAR1",1
"CIBAR2",1
"CIC",0.000971071650837579
"CIDEA",0.0016722601858022
"CIDEB",1
"CIDEC",1
"CILK1",1
"CILP",1
"CINP",5.18775813535072e-07
"CIP2A",1
"CIPC",0.000708752356962963
"CIR1",0.000460607661123273
"CIRBP",1.78572056192602e-08
"CISD1",1.63221307039283e-17
"CISD2",4.80579838861397e-07
"CISD3",1.65078689536948e-11
"CISH",0.00377800970410707
"CIT",0.192552520690542
"CITED1",0.00543772708554298
"CITED2",0.00180337745223697
"CITED4",1
"CIZ1",0.000438728113842191
"C1orf94",1
"CKAP2",0.0642379390096981
"CKAP2L",1
"CKAP4",0.000357338169973041
"CKAP5",7.30946744337222e-08
"CKB",4.32651042812114e-14
"CKLF",0.00931199580653207
"CKM",1
"CKMT1A",2.46914159762014e-10
"CKMT1B",2.46914159762014e-10
"CKMT2",1
"CKS1B",0.000140809307814025
"CKS2",0.00440589030066634
"CLASP1",3.27781949240763e-05
"CLASP2",2.27685648780044e-06
"CLASRP",0.0049648559591011
"CLBA1",1
"CLCA1",1
"CLCA2",1
"CLCC1",0.000329664021621638
"CLCF1",1
"CLCN1",1
"CLCN2",1
"CLCN3",1.61607922362082e-06
"CLCN4",1
"CLCN5",0.00215148133441546
"CLCN6",0.00130060436345175
"CLCN7",1.38035749926132e-05
"CLDN1",1
"CLDN10",1
"CLDN11",1
"CLDN12",0.000222572341252165
"CLDN4",1
"CLDN14",1
"CLDN15",1
"CLDN16",1
"CLDN18",1
"CLDN19",1
"CLDN23",1
"CLDN3",1
"CLDN34",1
"CLDN5",1
"CLDN7",1
"CLDN8",1
"CLDN9",0.00332797104467677
"CLDND1",1
"CLDND2",1
"CLEC10A",1
"CLEC11A",1
"CLEC12A",1
"CLEC14A",1
"CLEC16A",0.000279734119462098
"CLEC18A",1
"CLEC18B",1
"CLEC18C",1
"CLEC1A",1
"CLEC1B",1
"CLEC2D",1
"CLEC2L",3.08287682591609e-06
"CLEC3A",1
"CLEC3B",1
"CLEC4A",1
"CLEC4C",1
"CLEC4D",1
"CLEC4E",1
"CLEC4F",1
"CLEC4G",1
"CLEC6A",1
"CLEC5A",1
"CLEC7A",1
"CLGN",3.74949888311546e-08
"CLHC1",1
"CLIC1",1.12932556240316e-13
"CLIC3",1
"CLIC4",0.00022736123701976
"CLIC5",1
"CLIC6",1
"CLINT1",3.03268311780107e-05
"CLIP1",2.83742875079684e-05
"CLIP2",0.0195049394844222
"CLIP3",4.20166177965501e-12
"CLIP4",3.00012033430565e-06
"CLK1",2.85605798520784e-05
"CLK2",0.00786090623894244
"CLK3",0.000345181342679941
"CLK4",1.76263365254092e-06
"CLMN",1
"CLMP",0.00311504567561748
"CLN3",0.000252194561709307
"CLN5",6.00042541926377e-05
"CLN6",3.30755008057541e-05
"CLN8",0.000180812554303413
"CLNS1A",6.51874899317423e-07
"CLOCK",0.000304248007786053
"CLP1",0.000335450739720857
"CLPB",0.00019234292629045
"CLPP",4.14564568769632e-08
"CLPTM1",2.01524274559861e-06
"CLPTM1L",1.97100209294452e-06
"CLPX",7.19811156432028e-06
"CLRN1",0.00350524508108329
"CLRN2",0.109036234900229
"CLSPN",1
"CLSTN1",1.25013848732456e-07
"CLSTN2",0.00108281289795174
"CLSTN3",0.000622725885698869
"CLTA",6.35962916701738e-15
"CLTB",1.97834382659732e-12
"CLTC",4.59576694577947e-10
"CLU",2.30535471714732e-08
"CLUAP1",0.000201691592995197
"CLUH",0.00114875581190302
"CLVS1",0.000522982540981209
"CLVS2",0.00125488161157792
"CLYBL",9.66280537939813e-06
"CMA1",1
"CMAS",3.8279116032042e-07
"CMBL",4.31011725915991e-07
"CMC1",3.99871340738804e-06
"CMC4",1
"CMIP",5.81074354482448e-08
"CMKLR1",1
"CMPK1",4.04848211689093e-11
"CMPK2",8.26312211872845e-05
"CMSS1",0.00868070273088608
"CMTM2",1
"CMTM3",0.0781821438667443
"CMTM4",0.00713093631197394
"CMTM5",0.00826674140070863
"CMTM6",0.000150856090715365
"CMTM7",0.0830472985070164
"CMTM8",0.0344191453253486
"CMTR1",0.175538522839742
"CMTR2",0.0295982652915537
"CMYA5",1
"CNBD2",0.106654274568903
"CNBP",1.37566386530691e-13
"CNDP1",1
"CNDP2",6.73989098283548e-08
"CNEP1R1",9.02614118693123e-05
"CNFN",1
"CNGA2",1
"CNGA3",1
"CNGB1",1
"CNIH1",7.12594610238102e-11
"CNIH2",0.00458076036891137
"CNIH3",0.00207773073146236
"CNIH4",1.84949208098962e-05
"CNKSR2",0.000754789091992367
"CNKSR3",1
"CNN1",1
"CNN2",0.0481764120241946
"CNN3",4.82044633514606e-11
"CNNM1",0.0062582309771934
"CNNM2",0.0164814506439745
"CNNM3",0.0182738115829326
"CNNM4",0.00173953302250883
"CNOT1",0.000168795356590128
"CNOT10",0.000155257871641764
"CNOT11",0.0477912232622954
"CNOT2",2.84642535644041e-06
"CNOT3",0.00504690171583675
"CNOT4",9.9338744776853e-06
"CNOT6",0.000658332461241316
"CNOT6L",0.0180027434171189
"CNOT7",1.29876660054519e-06
"CNOT8",3.2292835138906e-07
"CNOT9",1
"CNP",4.62095378570398e-07
"CNPPD1",0.000159458328670627
"CNPY1",1
"CNPY2",3.56844041934647e-07
"CNPY3",3.12534776472152e-06
"CNPY4",1.16923062503444e-05
"CNR1",8.28589510254275e-05
"CNR2",1
"CNRIP1",6.18194967683788e-09
"CNST",3.53242133917533e-07
"CNTD1",1
"CNTF",1
"CNTFR",0.00135865507814175
"CNTLN",0.00275094203606489
"CNTN1",4.08350876632274e-08
"CNTN2",0.000185790840534241
"CNTN3",0.0262034873953067
"CNTN4",0.0672371157430652
"CNTN5",1
"CNTN6",1
"CNTNAP1",0.00158202107121295
"CNTNAP2",3.23994793627448e-05
"CNTNAP3",1
"CNTNAP3B",1
"CNTNAP3C",1
"CNTNAP4",0.000648647482397877
"CNTRL",0.501933850272866
"CNTROB",0.0228443393643824
"COA3",1.62558007560631e-12
"COA4",0.00362028861206197
"COA5",2.24033836031024e-06
"COA6",6.67259851330268e-07
"COA7",0.0477288885037918
"COA8",1
"COASY",2.51779460699522e-06
"COBL",0.000271399481583919
"COBLL1",1
"COCH",1
"COG1",6.2604824279669e-05
"COG2",0.000595729137507582
"COG3",0.000209193502946832
"COG4",9.57859845500949e-06
"COG5",0.00579735695595891
"COG6",7.93147946779805e-07
"COG7",0.000102997432030119
"COG8",0.000276834444674294
"COIL",0.000113399128838527
"COL11A1",1
"COL11A2",1
"COL12A1",1
"COL13A1",1
"COL14A1",1
"COL15A1",1
"COL16A1",0.0407932725950153
"COL17A1",1
"COL18A1",0.0873605598814509
"COL19A1",1
"COL1A1",0.418238646470674
"COL1A2",0.00687723093908454
"COL20A1",1
"COL23A1",0.680959154455697
"COL25A1",0.320937661178251
"COL26A1",1
"COL27A1",1
"COL28A1",0.147476736106609
"COL2A1",1
"COL3A1",0.936370826236539
"COL4A1",0.0170849311609779
"COL4A2",0.0335865354422187
"COL4A3",1
"COL4A4",1
"COL4A5",1
"COL4A6",1
"COL5A1",1
"COL5A2",0.48651886289673
"COL5A3",0.000950224140355827
"COL6A1",1
"COL6A2",0.107550266811459
"COL6A3",1
"COL6A5",1
"COL8A1",1
"COL8A2",1
"COL9A2",1
"COLEC10",1
"COLEC11",1
"COLEC12",1
"COLGALT1",0.0372916807268537
"COLGALT2",0.00708380985591382
"COLQ",0.153203797604116
"COMMD1",0.000903144379336392
"COMMD10",0.000322639839835432
"COMMD2",0.000146079176833468
"COMMD3",3.23627492131018e-09
"COMMD4",1.05431626155442e-07
"COMMD5",8.21434030267114e-05
"COMMD6",3.3545213039887e-05
"COMMD7",9.16895697335619e-07
"COMMD8",1.65239551109246e-05
"COMMD9",6.22308415337897e-07
"COMP",0.037587537377719
"COMT",1.61505582889846e-10
"COMTD1",0.171024755833676
"COP1",1
"COPA",1.11490337572452e-06
"COPB1",7.29599178263056e-06
"COPB2",3.80774490215112e-05
"COPE",1.19997019011746e-09
"COPG1",3.84145318696221e-06
"COPG2",1.75958911809351e-06
"COPRS",1.05314878697022e-06
"COPS2",2.10234747727447e-10
"COPS3",4.46360540607129e-08
"COPS4",4.33719581421441e-08
"COPS5",1.50138253203761e-10
"COPS6",2.49850174270139e-09
"COPS7A",1.78549384672801e-12
"COPS7B",0.000103710872522388
"COPS8",7.49674438375707e-09
"COPZ1",1.7183487481382e-09
"COPZ2",0.00255679910231486
"COQ10A",0.000142025199554387
"COQ10B",8.48288780932837e-05
"COQ2",6.44682213497774e-06
"COQ3",6.0104350420564e-06
"COQ4",7.21371689124569e-05
"COQ5",5.27340213452126e-06
"COQ6",0.000604997396288321
"COQ7",6.35240911513344e-05
"COQ8A",1
"COQ8B",1
"COQ9",2.92716972596133e-06
"CORIN",1
"CORO1A",2.01894405755778e-09
"CORO1B",1.77900387887116e-07
"CORO1C",5.99995340282068e-07
"CORO2A",7.66819390561057e-07
"CORO2B",3.2394181630268e-06
"CORO6",0.0194755108358221
"CORO7",2.73584492383561e-06
"CORO7-PAM16",2.73584492383561e-06
"CORT",1
"COTL1",0.00831816147175181
"COX10",2.87479722721803e-05
"COX11",0.0656965421278512
"COX14",1.41384024620759e-08
"COX15",0.00233936975378872
"COX16",0.00876034836521938
"COX17",0.000192451127509642
"COX18",6.11229658120723e-06
"COX19",1.360218799232e-06
"COX20",0.00536839110377596
"COX4I1",6.11931593249301e-18
"COX4I2",0.071395782265394
"COX5A",3.73348290844542e-11
"COX5B",0.261901139622191
"COX6A1",1.8522871628576e-23
"COX6A2",1
"COX6B1",4.58316649304767e-23
"COX6B2",0.481618664311383
"COX6C",3.01093593334717e-11
"COX7A1",0.00301470436205833
"COX7A2",1.70523094275092e-17
"COX7A2L",6.90487124809136e-14
"COX7B2",1
"COX7C",2.21088523425338e-10
"COX8A",5.11835190928928e-24
"CP",1
"CPA2",1
"CPA3",1
"CPA4",1
"CPA5",1
"CPA6",1
"CPB1",0.00143798539085849
"CPD",5.40222268312978e-05
"CPE",7.9166417965312e-17
"CPEB1",1.95475466160926e-10
"CPEB2",0.00175925639374011
"CPEB3",0.0463703333435455
"CPEB4",0.000281487016899772
"CPED1",1
"CPLANE1",1
"CPLANE2",1
"CPLX1",7.88535327592046e-16
"CPLX2",8.20898977047736e-06
"CPLX3",1
"CPLX4",1
"CPM",1
"CPN1",0.0336455879638824
"CPN2",1
"CPNE1",0.835090487027791
"CPNE2",5.32102012680277e-07
"CPNE3",3.09284775411774e-08
"CPNE4",2.12540901453449e-07
"CPNE5",0.33850657962063
"CPNE6",1.02175954579336e-06
"CPNE7",1
"CPNE8",1.2333470869944e-07
"CPNE9",0.0431373365240823
"CPOX",0.000316075674861065
"CPPED1",2.00495479323813e-06
"CPQ",0.0302599173437532
"CPSF1",0.00140402327090186
"CPSF2",2.81376449287302e-06
"CPSF3",0.000600926683640634
"CPSF4",0.0033551269225861
"CPSF6",1.684645360781e-05
"CPSF7",4.0928420416063e-05
"CPT1A",1.44707368637281e-06
"CPT1B",1
"CPT1C",7.00588859436167e-06
"CPT2",1.76049651866246e-05
"CPTP",0.000183891341471405
"CPXM1",0.00165919855367023
"CPXM2",1
"CPZ",1
"CR1",0.000441356007337974
"CR2",1
"CRABP1",0.094075613947876
"CRABP2",0.0808091602297281
"CRACD",1
"CRACR2A",1
"CRACR2B",1
"CRADD",0.00190075250670869
"CRAT",9.85806199032407e-05
"CRB1",1
"CRB3",1
"CRBN",9.61589124014907e-08
"CRCP",5.0942324265427e-09
"CREB1",0.000626929217139118
"CREB3",1.2728470206934e-07
"CREB3L1",0.000211900596203375
"CREB3L2",0.0062973138935578
"CREB3L4",1
"CREB5",0.0953428778243667
"CREBBP",0.000185589364828011
"CREBL2",0.000946727137589598
"CREBRF",0.00875225403586006
"CREBZF",0.00130060436345175
"CREG1",0.000230034472282493
"CREG2",0.0389665301749863
"CRELD1",2.45879532477932e-10
"CRELD2",0.00033510783073973
"CREM",0.00214965487216626
"CRH",1
"CRHBP",0.125253419081922
"LINC02210-CRHR1",1
"CRHR2",1
"CRIM1",0.0224190298101321
"CRIP1",1.79953968416458e-06
"CRIP2",5.92736817916999e-20
"CRIP3",1
"CRIPT",5.52508886681069e-12
"CRISP3",1
"CRISPLD1",1
"CRISPLD2",1
"CRK",4.56822679657281e-06
"CRKL",0.176072911319367
"CRLF1",1
"CRLF2",0.00239713647713951
"CRLF3",1.34010832338218e-05
"CRLS1",0.000184384634431739
"CRMP1",7.16784894227264e-09
"CRNKL1",0.000117737615475633
"CROCC",1
"CROT",6.45661750215551e-06
"CRPPA",1
"CRTAC1",2.19672375025438e-05
"CRTAM",1
"CRTAP",0.000230768429036736
"CRTC1",0.00250603705489871
"CRTC2",2.00957180164787e-05
"CRTC3",0.00595075325112606
"CRX",1
"CRY1",0.00142532157624595
"CRY2",9.08470729209095e-07
"CRYAA",1
"CRYAA2",1
"CRYAB",4.09094449512317e-08
"CRYBA1",1
"CRYBA2",0.0596785508231689
"CRYBA4",1
"CRYBB1",0.0557284580734175
"CRYBB2",1
"CRYBB3",0.0097371455070342
"CRYBG1",1
"CRYBG3",0.0611663387790611
"CRYGA",1
"CRYGB",1
"CRYGC",1
"CRYGN",1
"CRYGS",1
"CRYL1",5.65267395774331e-05
"CRYM",0.000615579147979459
"CRYZ",0.00206184938949075
"CRYZL1",3.67848970462067e-07
"CS",0.500000000211715
"CSAD",0.000683294274751025
"CSDC2",4.52941595745292e-07
"CSDE1",2.68446938419125e-10
"CSE1L",0.000166420226175076
"CSF1",0.00066656032490756
"CSF1R",1
"CSF2",1
"CSF2RA",0.00144818925417912
"CSF2RB",1
"CSF3",1
