"MGI.symbol","Score"
"Kcnab1",2.14973323640769e-06
"Sec24c",2.15703035520056e-06
"Thoc3",2.16068726771078e-06
"Nadk",2.17169150838217e-06
"Snx5",2.18274616288826e-06
"Tro",2.18543654399242e-06
"Aimp1",2.19014404154557e-06
"Tfrc",2.19756447851288e-06
"Bcl2l1",2.19756447851288e-06
"Dctn4",2.19968170636931e-06
"Kif3c",2.20500753491342e-06
"Cdkl2",2.20500753491342e-06
"Tbc1d15",2.20500753491342e-06
"Gm16286",2.20902067438503e-06
"Ktn1",2.21247327201529e-06
"Anp32b",2.21247327201529e-06
"Chpf",2.21621466501519e-06
"Gnaz",2.21996175123175e-06
"Mrpl38",2.21996175123175e-06
"Ptbp2",2.22371453836436e-06
"Atp1a3",2.22818239666982e-06
"Slc9a6",2.23123724622082e-06
"Nop56",2.23500718238905e-06
"Fez2",2.23500718238905e-06
"Rcn2",2.23500718238905e-06
"Zfp938",2.23878285036204e-06
"Usp33",2.23878285036204e-06
"Coa5",2.24033836031024e-06
"Zmpste24",2.25394299533982e-06
"Eif3m",2.26155766046343e-06
"Mrpl45",2.26155766046343e-06
"Aig1",2.26155766046343e-06
"Epn2",2.26537366844403e-06
"Mrm1",2.27302307428938e-06
"Clasp2",2.27685648780044e-06
"Akr7a5",2.27685648780044e-06
"Sel1l",2.28839166475887e-06
"Svop",2.28839166475887e-06
"Adam10",2.32722312173576e-06
"Elmo2",2.33506020187742e-06
"Ift46",2.33898764222283e-06
"Rasgrp1",2.34614660174426e-06
"Rab8a",2.3508056602189e-06
"Usmg5",2.35276310629069e-06
"Rabep1",2.36664660956755e-06
"Syt6",2.37460305403383e-06
"Dusp22",2.37859029692217e-06
"Eif4e3",2.38258356435154e-06
"Tmem126b",2.38658286441195e-06
"Zc4h2",2.38658286441195e-06
"Riok3",2.38658286441195e-06
"Rpl29",2.39684222349753e-06
"Slc17a5",2.40667013799632e-06
"Bsdc1",2.40667013799632e-06
"Tubg1",2.41474756006436e-06
"Rps6kb1",2.41879541355649e-06
"Ccdc181",2.42323552794869e-06
"Rab21",2.42690944633655e-06
"Gtf2f2",2.42690944633655e-06
"Psmd5",2.43097564200507e-06
"Snapc2",2.43097564200507e-06
"Smarca2",2.43504796812898e-06
"Tcp11l2",2.43504796812898e-06
"Sdr39u1",2.43951031931942e-06
"Ica1",2.44321104460994e-06
"Kat2a",2.44730181142452e-06
"Wdr55",2.44730181142452e-06
"Snrpa",2.45139874160962e-06
"Tssc4",2.45550184341815e-06
"Tpst1",2.45550184341815e-06
"Rabgef1",2.46784826125827e-06
"Ercc3",2.47197613228297e-06
"Ube2z",2.48854982987221e-06
"Dock11",2.48854982987221e-06
"Pepd",2.49687412335435e-06
"Fam168b",2.50104566048385e-06
"Taf6",2.50104566048385e-06
"Coasy",2.51779460699522e-06
"Trim44",2.52199758509163e-06
"Dus3l",2.52199758509163e-06
"Atg4b",2.52620687659788e-06
"Usp46",2.53042248994241e-06
"Snrpd3",2.53920598202511e-06
"Mvd",2.53920598202511e-06
"Slc29a4",2.55584940184597e-06
"Tmem189",2.55616778008145e-06
"Ttc4",2.56437599753901e-06
"Klf13",2.56753126495361e-06
"Ppp3cb",2.56864888833406e-06
"Ptpn9",2.57292818579455e-06
"Drap1",2.59039240619862e-06
"Sparcl1",2.61607541012608e-06
"Efr3a",2.62042574655875e-06
"Dtnbp1",2.62042574655875e-06
"Zfp664",2.62478259276281e-06
"Stau2",2.63351584912446e-06
"Cib2",2.64666477371308e-06
"Pafah1b3",2.65106086070222e-06
"Bola1",2.6554635182759e-06
"Magt1",2.6598727551622e-06
"Insig2",2.66871100183552e-06
"Exoc7",2.68646683209462e-06
"Pcgf1",2.6953845562239e-06
"Drg2",2.6953845562239e-06
"Ogfod2",2.70881110193835e-06
"Dnajb11",2.71329997506579e-06
"Dcun1d2",2.71779554189716e-06
"Coro7",2.73584492383561e-06
"Rabl2",2.73584492383561e-06
"Rdh14",2.74491000816266e-06
"Lipa",2.76769110596604e-06
"Klhl7",2.76769110596604e-06
"Fam173a",2.77849453584872e-06
"Tbrg1",2.79064222520581e-06
"Rusc1",2.79064222520581e-06
"Pard6a",2.79525295068659e-06
"Ccdc137",2.7998705311308e-06
"Gys1",2.8044949755961e-06
"Eif5b",2.81376449287302e-06
"Cpsf2",2.81376449287302e-06
"Lhfpl5",2.83705904248986e-06
"Nfe2l2",2.83705904248986e-06
"Plcxd3",2.84153463832324e-06
"Cnot2",2.84642535644041e-06
"Kdelr2",2.84642535644041e-06
"2210016L21Rik",2.84783567147623e-06
"Glrx3",2.85581949110327e-06
"Mthfd2",2.86524151990818e-06
"Pold4",2.87911610252782e-06
"Dolpp1",2.88416955451111e-06
"Ndufb2",2.88458344776864e-06
"Bod1",2.88891911220527e-06
"Fbxo11",2.8936757080176e-06
"Mycbp2",2.90798781690773e-06
"Rufy2",2.91756458364322e-06
"Coq9",2.92716972596133e-06
"D930028M14Rik",2.93631294443615e-06
"Slc1a4",2.95130721563451e-06
"Tmub1",2.95615615436599e-06
"Nrxn1",2.97562369214924e-06
"Ralgapa1",2.97562369214924e-06
"Emc6",2.98149201002051e-06
"Abhd11",2.99029998184091e-06
"Abcf3",2.99029998184091e-06
"Pdk3",2.99029998184091e-06
"Dnm3",3.00012033430565e-06
"Atp8a1",3.00012033430565e-06
"Clip4",3.00012033430565e-06
"Rbm17",3.00012033430565e-06
"Tm2d1",3.00996970289071e-06
"Grpel1",3.01984816377878e-06
"Camta1",3.02037847066518e-06
"Tmem87b",3.0297557933276e-06
"Fbxo31",3.0338773556823e-06
"Ids",3.03969266807016e-06
"Plekha1",3.0496588647151e-06
"Tmem115",3.0496588647151e-06
"Nelfb",3.05373078221278e-06
"Rabgap1l",3.05465298277054e-06
"Emc7",3.05595562960069e-06
"Mlec",3.05965446014709e-06
"Eif4a3",3.06466330648288e-06
"Psme3",3.06967953142709e-06
"Gpc1",3.07973415579279e-06
"Clec2l",3.08287682591609e-06
"Uros",3.08981841065891e-06
"Med8",3.0948716737702e-06
"Amz2",3.09993237361752e-06
"Plcb3",3.10723630623994e-06
"Atg10",3.11007612243846e-06
"Erp44",3.11007612243846e-06
"Lgi1",3.11515919089904e-06
"Taf11",3.12534776472152e-06
"Slc35a4",3.12534776472152e-06
"Cnpy3",3.12534776472152e-06
"Paqr5",3.13429876189533e-06
"Nrd1",3.13556631961074e-06
"Ddx10",3.14581493396133e-06
"Gltp",3.14581493396133e-06
"Eif4e2",3.16156952247615e-06
"Exosc4",3.17674192041927e-06
"Yeats4",3.19230779535606e-06
"Tram1",3.21840352222533e-06
"Zfp414",3.23415295789649e-06
"Cd63",3.23935597175894e-06
"Coro2b",3.2394181630268e-06
"Fxr2",3.24469108148617e-06
"Ppp2r5c",3.24469108148617e-06
"4833439L19Rik",3.24877159978613e-06
"Preb",3.24997172331715e-06
"Naaa",3.24997172331715e-06
"Parp6",3.25165497336075e-06
"Ptgdr",3.25867774903386e-06
"Mapk1ip1l",3.27117172560948e-06
"Ttc9c",3.27117172560948e-06
"Cdk2ap2",3.27649113533799e-06
"Chka",3.2818183289342e-06
"Camk2d",3.28715331652101e-06
"Kat5",3.28715331652101e-06
"Arhgap17",3.2978467142155e-06
"Pdcd2l",3.2978467142155e-06
"Wsb1",3.30857140963511e-06
"AU040320",3.30857140963511e-06
"Abhd5",3.31394551942162e-06
"Rps19",3.31739670751158e-06
"Dync2li1",3.31932748417827e-06
"Garnl3",3.32471731410883e-06
"Vopp1",3.32471731410883e-06
"Mis12",3.33552061036462e-06
"Vdac3",3.34408322945606e-06
"Bet1",3.34635549005102e-06
"Pkig",3.3512026677753e-06
"Dusp6",3.35178479931347e-06
"Eno1",3.35392289840685e-06
"Anapc4",3.3572220352162e-06
"Mrpl11",3.37905045110805e-06
"Map7d1",3.38013558214972e-06
"Flywch2",3.40100651816074e-06
"Lrrc8d",3.4065155580612e-06
"Nudt19",3.4065155580612e-06
"Pam",3.4230908994954e-06
"Sltm",3.4397387923512e-06
"Npr2",3.44530426124538e-06
"Rgs5",3.45422717266441e-06
"Mycbp",3.45645951876932e-06
"Gtf2i",3.46204932838133e-06
"Ppil2",3.46204932838133e-06
"Yars",3.47325336185008e-06
"Pik3r1",3.47569970514606e-06
"Mapk12",3.47886760676041e-06
"Arrb1",3.50140635375565e-06
"Cyb561d2",3.50706153521545e-06
"Cc2d1b",3.52407643652378e-06
"Mrps33",3.532369132421e-06
"Adam22",3.5354609411507e-06
"Hspa4",3.54116559654782e-06
"Etf1",3.55832930322792e-06
"Fzr1",3.56981333179154e-06
"Dnajc3",3.56981333179154e-06
"Ubxn2a",3.57556784548078e-06
"Dhx15",3.58710192541908e-06
"Acp2",3.58710192541908e-06
"Tmem175",3.5928815132025e-06
"Ppm1b",3.61608376823284e-06
"Vamp1",3.62190536204373e-06
"Rpusd1",3.62190536204373e-06
"Tbc1d7",3.63512710484048e-06
"Dnpep",3.64527618289063e-06
"Ccdc127",3.65701241299553e-06
"Pip4k2a",3.66878263923524e-06
"Ncaph2",3.68058694911582e-06
"Ahsa2",3.69242543034038e-06
"Igsf8",3.71024741578363e-06
"Alkbh3",3.75213349007105e-06
"Khk",3.75815182785966e-06
"Opa3",3.76090275419207e-06
"Urod",3.76417885220586e-06
"Erp29",3.77021457425254e-06
"Hscb",3.77021457425254e-06
"Ptprs",3.77625900515503e-06
"Zdhhc17",3.81881480911781e-06
"Fah",3.81881480911781e-06
"Naa35",3.8249293139646e-06
"Zfpl1",3.8249293139646e-06
"Copg1",3.84145318696221e-06
"Anp32e",3.84947554441402e-06
"Rpl36a",3.86193527021096e-06
"Nucb1",3.867978155445e-06
"Akirin2",3.867978155445e-06
"Mtmr2",3.867978155445e-06
"Eif4e",3.87409820226887e-06
"Arhgap28",3.90522368947341e-06
"Smim15",3.92352587128105e-06
"Tmem161a",3.93650786071677e-06
"Amigo1",3.94279169347889e-06
"Mrpl39",3.94279169347889e-06
"Fam57b",3.94844823323989e-06
"Itgb1bp1",3.9490845525732e-06
"Klhl9",3.97434648293103e-06
"Cmc1",3.99871340738804e-06
"Fkbp3",4.00612837496456e-06
"Nrn1l",4.02050687026605e-06
"Pcyt1a",4.02530712299745e-06
"Esf1",4.03171837772584e-06
"Pcid2",4.03171837772584e-06
"Dpcd",4.03771889929721e-06
"Gga3",4.03813882128803e-06
"Pnkd",4.0410325387496e-06
"Usp7",4.04456846538861e-06
"Slc2a1",4.06391271816226e-06
"Sytl2",4.10937352035676e-06
"Ppp6c",4.11820619119713e-06
"Timm9",4.12244611490091e-06
"Thra",4.12686098703911e-06
"1500011B03Rik",4.14133324171415e-06
"Mest",4.16164126909569e-06
"Acad8",4.16188877281069e-06
"Vps72",4.18837222755923e-06
"Sptlc1",4.2016707471642e-06
"Josd2",4.20833424708651e-06
"Nabp2",4.21429785411653e-06
"Nol7",4.2150072564813e-06
"Tesc",4.22168978740976e-06
"Tlk1",4.22838185194641e-06
"Htr3a",4.2591607301084e-06
"Rnf185",4.26873512280224e-06
"Hdhd2",4.27647464106493e-06
"Gtf3c6",4.28904144408562e-06
"Ephx1",4.2958295117575e-06
"Khdrbs3",4.30262724674448e-06
"Tm9sf3",4.32307857802523e-06
"Stk16",4.3299151047696e-06
"Trafd1",4.3299151047696e-06
"Ergic1",4.34361735645659e-06
"Bag2",4.34852616679629e-06
"Lonp1",4.35048310602088e-06
"Timm17b",4.35735862116947e-06
"Gale",4.35735862116947e-06
"Adh5",4.36424391424729e-06
"Seh1l",4.36424391424729e-06
"Pycrl",4.39188311322665e-06
"Ndufaf1",4.39881748160223e-06
"Tagap1",4.41967975022003e-06
"Rtn4rl1",4.45374135786909e-06
"Tmem41b",4.45464815764825e-06
"Dut",4.45464815764825e-06
"Abhd6",4.49693880819541e-06
"Ppp1r7",4.51821933751016e-06
"AW549877",4.53245666425389e-06
"Gpaa1",4.56105251174154e-06
"Crk",4.56822679657281e-06
"Vma21",4.59702561053997e-06
"Dmwd",4.61148620149211e-06
"Ezr",4.64053026483639e-06
"Rragc",4.64579704449635e-06
"Usp32",4.66973885740981e-06
"Tmem205",4.67706681019046e-06
"Wdr45",4.67706681019046e-06
"Zfyve27",4.69911280716052e-06
"Tmem160",4.69992637491227e-06
"Efhd2",4.706482229029e-06
"Elof1",4.71538051667982e-06
"Imp3",4.72125228523796e-06
"Srprb",4.73606404510497e-06
"Stat2",4.74348559659974e-06
"Nudt16",4.75091761326515e-06
"Cdhr1",4.75836010821644e-06
"Cyth3",4.77327658550968e-06
"Tmem159",4.7957302173031e-06
"Herc3",4.80323585819667e-06
"Smc3",4.81075206958643e-06
"Wdr48",4.81075206958643e-06
"Rab24",4.82581625679179e-06
"Sap30l",4.83336425911225e-06
"Rbbp5",4.84092288493863e-06
"Man1a2",4.84849214755966e-06
"Srd5a3",4.84849214755966e-06
"Nxf1",4.85607206027865e-06
"Tbcd",4.86366263641337e-06
"Tomm6",4.88424359250119e-06
"Naa25",4.89413184197642e-06
"Zhx1",4.90177593546764e-06
"Rnf20",4.909430772588e-06
"Naa20",4.9139201353973e-06
"Mrpl3",4.92477273141117e-06
"Phb",4.93245987999818e-06
"Spg20",4.94015782598275e-06
"Dhx30",4.97105785369455e-06
"Slc38a10",5.00213172072792e-06
"Zfp260",5.00213172072792e-06
"Rwdd1",5.02555172554497e-06
"Nucks1",5.04121983996999e-06
"Sin3b",5.05693190419383e-06
"Haus4",5.05693190419383e-06
"Fxyd6",5.05726150186016e-06
"Dolk",5.06480445170514e-06
"Vegfb",5.09640506462787e-06
"Rela",5.10433289234507e-06
"Trim46",5.14413876758277e-06
"Rbm11",5.16013918645709e-06
"Glrx2",5.16013918645709e-06
"Ubr3",5.16815618041295e-06
"Vasp",5.17618438259136e-06
"Mrps26",5.19227446733706e-06
"Rae1",5.19227446733706e-06
"Gamt",5.1968764321234e-06
"Gosr1",5.20840955228794e-06
"Psat1",5.20840955228794e-06
"Ndufs1",5.21106893569883e-06
"Hax1",5.22458974928043e-06
"Senp2",5.24894487508777e-06
"Sf3a1",5.24894487508777e-06
"Tmem120a",5.25708592795198e-06
"Cerk",5.2652383430652e-06
"Tle1",5.27340213452126e-06
"Coq5",5.27340213452126e-06
"Slc25a27",5.28976390291359e-06
"Kctd10",5.34739052611264e-06
"Gna13",5.34739052611264e-06
"Brd4",5.35566885952797e-06
"Stac2",5.37226013779856e-06
"Eny2",5.38889765992163e-06
"Dclk1",5.38889765992163e-06
"Prpf18",5.38889765992163e-06
"Aldh9a1",5.40558154043292e-06
"Dmxl2",5.40558154043292e-06
"Nptx2",5.43069453433561e-06
"Rcc2",5.51516470038181e-06
"Enho",5.54073531289452e-06
"Zc3h14",5.54073531289452e-06
"Eef1a2",5.57222958698926e-06
"Asph",5.59219688623133e-06
"Snf8",5.62259301152275e-06
"Rfng",5.63540969392583e-06
"Rce1",5.6440882318363e-06
"Ctsa",5.65277879635816e-06
"Shfm1",5.66382678378609e-06
"Paip2b",5.67019606450091e-06
"Ethe1",5.67019606450091e-06
"Thyn1",5.67892279779417e-06
"Plekha6",5.69641253712534e-06
"Hdac3",5.69641253712534e-06
"Zfand5",5.72591501634029e-06
"Hilpda",5.74034917180656e-06
"Upf3b",5.74917301017975e-06
"Actr6",5.74917301017975e-06
"Tmco1",5.76072683477708e-06
"Supt5",5.76072683477708e-06
"Lsm6",5.7668573181753e-06
"Trap1",5.77571781782331e-06
"Rgs17",5.78403855967213e-06
"Ccdc25",5.78459056794878e-06
"Gabbr2",5.7934755836049e-06
"Ndufb4",5.81329066344352e-06
"Hnrnpf",5.81916256122719e-06
"Psme1",5.82020437453194e-06
"Srrt",5.82913860316647e-06
"Trappc5",5.83808517284064e-06
"Mocs2",5.86499907968753e-06
"Rnaseh2c",5.88300366764397e-06
"Ehd1",5.92823296794199e-06
"Mapk14",5.9373162925733e-06
"Ubfd1",5.9373162925733e-06
"Magi1",5.94956975269357e-06
"Pex11b",6.0104350420564e-06
"Coq3",6.0104350420564e-06
"Fsd1l",6.03806282688281e-06
"Cdv3",6.03806282688281e-06
"Nxt2",6.03806282688281e-06
"Ache",6.04729745510425e-06
"Akirin1",6.04729745510425e-06
"Dnajc18",6.07035723138668e-06
"Ncstn",6.09366154496671e-06
"Cox18",6.11229658120723e-06
"Tceal1",6.11927606338441e-06
"Mapk8ip1",6.14972059917754e-06
"Acsl4",6.15619361187288e-06
"Ddx17",6.15910876713066e-06
"Golga1",6.16850983190086e-06
"Rbm43",6.16850983190086e-06
"Hnrnph2",6.17792380923397e-06
"Klhl26",6.17792380923397e-06
"Rps18",6.18029185334677e-06
"Sec61b",6.21570915970107e-06
"Rhog",6.25370237522015e-06
"Bid",6.28233430922297e-06
"Ank3",6.29324861797609e-06
"B4galt5",6.30148775281747e-06
"Eral1",6.30148775281747e-06
"Vps52",6.32069373553879e-06
"Gtf2b",6.33031646908198e-06
"Ppp2r2d",6.33995238545298e-06
"Stx5a",6.35926383089914e-06
"Rad21",6.37862820048994e-06
"Slc35a5",6.38186367190105e-06
"Tspyl2",6.38833027210595e-06
"Mtmr4",6.38833027210595e-06
"Dctpp1",6.39804562311209e-06
"Morf4l1",6.40738405722844e-06
"Immp1l",6.42017805506528e-06
"Atg101",6.42720664992292e-06
"Tm7sf2",6.42727151409467e-06
"Coq2",6.44682213497774e-06
"Purb",6.45661750215551e-06
"Crot",6.45661750215551e-06
"Git1",6.49593306197629e-06
"Dmtn",6.51293131857165e-06
"Bmpr2",6.52556098416042e-06
"Stx18",6.53546395061499e-06
"Ube2q2",6.59516631809666e-06
"Zfand2a",6.60168102573786e-06
"Slc25a33",6.64529275273761e-06
"Cd82",6.64529275273761e-06
"Mprip",6.65535908841235e-06
"Nfkbib",6.69576181364878e-06
"Nrbp2",6.70589692384173e-06
"Tmem218",6.71604583894976e-06
"Hadha",6.73638515077557e-06
"Cstf3",6.74657558096988e-06
"Cdr2",6.75677988303239e-06
"Tmem141",6.77723016991e-06
"Mboat7",6.82859982175686e-06
"Prkcsh",6.83891570443233e-06
"Scn3b",6.89070581022528e-06
"Ak3",6.89070581022528e-06
"Mpi",6.90110608871923e-06
"Ntpcr",6.91152049269282e-06
"Fam213b",6.94544738488284e-06
"Txlna",6.97430450770993e-06
"Rpl27a",6.98481826847139e-06
"Cpt1c",7.00588859436167e-06
"Memo1",7.02701610746746e-06
"Fndc4",7.02701610746746e-06
"Gps2",7.0376013523164e-06
"B230219D22Rik",7.04820094571386e-06
"Snx19",7.04820094571386e-06
"Fam120a",7.05881490494593e-06
"Pnpo",7.05881490494593e-06
"Fasn",7.06149438080388e-06
"Mrpl16",7.06944324731693e-06
"Ube2d2a",7.07543646049807e-06
"Stmn4",7.09074315078419e-06
"Klhl22",7.14424582920076e-06
"Tmem62",7.15498986183059e-06
"Rap2a",7.16574843416083e-06
"Smad1",7.16574843416083e-06
"Tmem106c",7.17652156367891e-06
"Clpx",7.19811156432028e-06
"Psip1",7.20892847051052e-06
"Eci2",7.23060618243568e-06
"Pik3c3",7.23060618243568e-06
"Ppig",7.25234254437686e-06
"Pdp1",7.25234254437686e-06
"Kctd20",7.25234254437686e-06
"Ampd2",7.2741376973407e-06
"Copb1",7.29599178263056e-06
"Fcf1",7.31620478644156e-06
"Smap2",7.37294722025396e-06
"Sf3a3",7.37294722025396e-06
"Rap1a",7.38400028352397e-06
"Ranbp6",7.39506825761657e-06
"Acp1",7.40615116040912e-06
"Ppp3cc",7.41724900979772e-06
"Pten",7.50657203609701e-06
"Mrpl22",7.50657203609701e-06
"Mef2a",7.50657203609701e-06
"Rac3",7.56288936904562e-06
"Tmem229b",7.57419836041003e-06
"Dhrs4",7.57419836041003e-06
"Rap2c",7.59686201323488e-06
"Camsap2",7.60821671111117e-06
"Srsf10",7.61958668093907e-06
"Chrna6",7.63852476444244e-06
"Orai3",7.66521964516524e-06
"Gm1821",7.6662684718556e-06
"Ric3",7.68812823454114e-06
"Ndufs5",7.68999720159832e-06
"Hmg20a",7.69960562025738e-06
"Kctd2",7.72858057492353e-06
"Prmt3",7.74566953262577e-06
"Amotl1",7.75722419528205e-06
"Ybx1",7.76879436870678e-06
"Deaf1",7.78038007140511e-06
"Smyd3",7.78038007140511e-06
"Smim13",7.88076077921448e-06
"Gcc2",7.88535327592049e-06
"Ccdc97",7.88535327592049e-06
"Mpped2",7.90885304497649e-06
"Palmd",7.92062654940538e-06
"Pdpk1",7.93241582543847e-06
"Srebf2",7.93241582543847e-06
"Terf2ip",7.93241582543847e-06
"Ipo13",7.93241582543847e-06
"G3bp1",7.95604176744514e-06
"Ciapin1",7.96787847103164e-06
"Rab9b",7.96787847103164e-06
"Ltv1",7.97333502984838e-06
"Ctnnbip1",7.99159943755029e-06
"Zfp512",7.99159943755029e-06
"Kctd13",8.03558402681737e-06
"Sbno1",8.07512417744292e-06
"Arcn1",8.07512417744292e-06
"Xpo1",8.08712020018427e-06
"Enox1",8.11116037352918e-06
"Gmps",8.12320456225763e-06
"Cacfd1",8.12976315110096e-06
"Lman2",8.14734123928719e-06
"Acap3",8.19580832746806e-06
"Wdr18",8.19580832746806e-06
"Cplx2",8.20898977047736e-06
"Rhbdd2",8.22013904552448e-06
"Rpl35",8.25343056804394e-06
"Ctps2",8.25675702288558e-06
"Rnf220",8.30496209343883e-06
"Tmem127",8.3210535446752e-06
"Wdr74",8.3210535446752e-06
"Ap4s1",8.3427705423124e-06
"Pim2",8.36749350721677e-06
"Pnrc2",8.36949339672606e-06
"Hif1a",8.40470159980163e-06
"Trim26",8.40470159980163e-06
"Hoxb5",8.41818235772084e-06
"Mgat3",8.45078060739615e-06
"Gtpbp8",8.50465229539805e-06
"Letm1",8.52980652836631e-06
"Susd4",8.54924591563374e-06
"Nipa2",8.58031596982297e-06
"Zfp385b",8.5929853156002e-06
"Hoxa7",8.60567149522903e-06
"Hmgb3",8.61837452858851e-06
"Dhx57",8.64383123611853e-06
"Ipo11",8.64383123611853e-06
"Lpar3",8.69884572918422e-06
"Phactr2",8.72060792204352e-06
"Rnf141",8.72060792204352e-06
"Taok1",8.73346353693215e-06
"Il10rb",8.78295265025063e-06
"Fbxw2",8.81095605743406e-06
"Glce",8.81095605743406e-06
"Id1",8.81095605743406e-06
"St8sia3",8.82393147085305e-06
"Tmem70",8.82393147085305e-06
"Ehd4",8.84993390243891e-06
"Sgpp1",8.86296096112968e-06
"Mrps24",8.86296096112968e-06
"Alkbh6",8.86777761872387e-06
"Ddx56",8.91524195563325e-06
"Deptor",8.94148639364101e-06
"Lrrc42",8.95463466920863e-06
"Cyth1",8.95463466920863e-06
"Sharpin",8.98098343567129e-06
"Luc7l3",8.99418396750951e-06
"Lgals3bp",9.00425761706535e-06
"Tmem101",9.03389040355313e-06
"Smarcc2",9.06044893352963e-06
"Pim3",9.06044893352963e-06
"Tpr",9.07375453206503e-06
"Dusp1",9.07375453206503e-06
"Blvrb",9.08707771379811e-06
"Rab11fip5",9.08707771379811e-06
"Slc25a44",9.10041849938012e-06
"Gramd1a",9.10041849938012e-06
"Apbb2",9.12715296480157e-06
"Gns",9.1405466860496e-06
"Hint2",9.1405466860496e-06
"Kif3b",9.15395809396368e-06
"Slc41a2",9.15395809396368e-06
"Afg3l2",9.16738720930122e-06
"Eif2ak1",9.22128116078198e-06
"Lmo4",9.24833492232588e-06
"Mpp1",9.24967327359017e-06
"Srm",9.2618885726297e-06
"Cdk7",9.28904951694362e-06
"Eif2b4",9.30265685287519e-06
"Rnf10",9.3162821259732e-06
"Trpc4ap",9.32992535725217e-06
"Pcbd2",9.34358656774809e-06
"Bola2",9.35726577851853e-06
"Hs6st2",9.37419683199553e-06
"Cdc42ep2",9.38467828522117e-06
"Eea1",9.39841162337649e-06
"Itga3",9.39841162337649e-06
"Rcan3",9.41216304625255e-06
"Pura",9.41216304625255e-06
"Hadh",9.42593257501501e-06
"Fnbp1",9.42801609308568e-06
"Dym",9.43972023085116e-06
"Gprasp1",9.50893115921311e-06
"Anapc13",9.50893115921311e-06
"Tm9sf4",9.53674316406249e-06
"Tcea1",9.55067660183857e-06
"Snrpd2",9.55465787062799e-06
"Mrps27",9.56462835835255e-06
"Cog4",9.57859845500949e-06
"Rpl30",9.59258691323641e-06
"Gpd1l",9.61533074060566e-06
"Srsf6",9.61533074060566e-06
"Irgq",9.63466267193516e-06
"Rps13",9.6410908240613e-06
"Clybl",9.66280537939813e-06
"Synj2bp",9.67690445823882e-06
"Rdh11",9.67690445823882e-06
"Xrcc5",9.70515817404176e-06
"St6gal1",9.71931285423159e-06
"Nt5e",9.73348611146869e-06
"Yipf1",9.74767796742201e-06
"Tmem192",9.74767796742201e-06
"Lamtor3",9.79036534460049e-06
"Pnpla2",9.80463181255058e-06
"Cebpz",9.81891698789366e-06
"Zyx",9.81891698789366e-06
"Fam63a",9.83110826378878e-06
"Atp11a",9.8618849764107e-06
"Trim28",9.8618849764107e-06
"Vps37c",9.8618849764107e-06
"Pck2",9.87624519956696e-06
"Cnot4",9.9338744776853e-06
"Slc41a3",9.94832900332194e-06
"Nprl2",9.97729485586396e-06
"Wac",9.99180622684189e-06
"Sec24b",9.99180622684189e-06
"Mrps17",1.00063365903769e-05
"Adam11",1.00763927547964e-05
"Taf1b",1.00792740704288e-05
"Sec23b",1.00939188540339e-05
"Rbm5",1.01232658865243e-05
"Serf2",1.01348345681211e-05
"Def8",1.01529452604067e-05
"Polr2f",1.01821904364225e-05
"Ackr1",1.01855570741793e-05
"Car10",1.01914139228841e-05
"Aagab",1.02562801266011e-05
"Brcc3",1.02687379317294e-05
"Asb13",1.02711561558241e-05
"Hes6",1.03159008306644e-05
"Pcolce2",1.03308546598209e-05
"Atraid",1.03661218384275e-05
"Robo2",1.03758332762016e-05
"Agtrap",1.03758332762016e-05
"Ncln",1.04059168543131e-05
"Appl1",1.04209880615761e-05
"Cggbp1",1.04360789112756e-05
"Abcb8",1.04360789112756e-05
"Csnk2a1",1.04643211193277e-05
"Luzp1",1.04814695426318e-05
"Acsl3",1.04814695426318e-05
"Pcmtd1",1.04966391898315e-05
"Sgtb",1.05422667615006e-05
"Kidins220",1.05434715882109e-05
"Fam168a",1.0557515571717e-05
"Ide",1.0557515571717e-05
"Fbxo38",1.06187095227031e-05
"Tor1aip2",1.07033616011493e-05
"Rab27b",1.07110991122515e-05
"Tmed5",1.07110991122515e-05
"Tmem18",1.07265675175814e-05
"Tsr3",1.07436673977221e-05
"Yipf6",1.0773093437793e-05
"Mras",1.08042115372528e-05
"Cwc27",1.08198009026418e-05
"Stoml2",1.08354105095755e-05
"Ece2",1.08857961674154e-05
"Pla2g6",1.09137629857855e-05
"Marcks",1.09472154471882e-05
"Sema6d",1.09768117034235e-05
"Tmem68",1.09926250144159e-05
"BC003331",1.1000393343686e-05
"Soga3",1.1000393343686e-05
"Rrp7a",1.10084588251961e-05
"Fuca1",1.10084588251961e-05
"Tank",1.10084588251961e-05
"Rab33a",1.10243131593832e-05
"Gnl2",1.10560834925728e-05
"Bysl",1.10560834925728e-05
"Fam174a",1.10719995389323e-05
"Antxr2",1.10879362034129e-05
"Dnajc12",1.10917196613732e-05
"Tbc1d10b",1.11038935097526e-05
"Ubtf",1.11198714817136e-05
"Rhov",1.1135870143082e-05
"Spr",1.12000721591889e-05
"Mapkap1",1.12000721591889e-05
"1810037I17Rik",1.1219627688042e-05
"Ttbk2",1.12322979238862e-05
"Chordc1",1.12322979238862e-05
"Gpt2",1.12322979238862e-05
"Socs5",1.12484420791301e-05
"Syap1",1.12646071149338e-05
"Lrrfip2",1.12807930552996e-05
"Gsn",1.13132277458478e-05
"Bckdk",1.13294765441557e-05
"Pttg1",1.13620371673343e-05
"Tspo",1.13645632250664e-05
"Tmco3",1.13783490404759e-05
"Eprs",1.13783490404759e-05
"Pias1",1.14110360307222e-05
