"MGI.symbol","Score"
"Dido1",0.00524718186779221
"Mrps18b",0.00525178939570401
"Thtpa",0.00525942304244413
"Zbtb14",0.00526286777493531
"Vmac",0.00526350914179591
"Chst10",0.00526759809800475
"Gpr119",0.005271689912846
"Fam219a",0.00529587557379078
"Trove2",0.0053006057085742
"Mars",0.00530533953443863
"Gpr160",0.00530864517828489
"Ints2",0.00531276567730653
"Mpz",0.00531363853431733
"Zfp30",0.00533754917673801
"Ncoa3",0.00533857987184394
"Syt12",0.00536243667887698
"Cox20",0.00536839110377596
"Gm11549",0.00537200203525752
"Fank1",0.00537908631768986
"Abcd2",0.00538638169010214
"Slc43a3",0.00539118237590563
"Pde12",0.00539598679959468
"Lnpep",0.00540833517202356
"Zfp423",0.00541042252274929
"Anks1",0.00541252524361318
"Dnajb3",0.00541252524361318
"Irf5",0.00541671823658351
"Fancl",0.00542091415274489
"Iqsec1",0.00542972263442895
"Eif2ak4",0.00543351945849393
"Cited1",0.00543772708554298
"Adrm1",0.00545036756750226
"Slc43a2",0.00545036756750226
"Tonsl",0.00545393234181364
"Pam16",0.00546726267988144
"Zfp454",0.00549269373473845
"Fam89b",0.00549730429228404
"Wdr25",0.00550544914278231
"1600012H06Rik",0.00551023661543445
"Trp53inp1",0.00551396755227674
"Aff3",0.00552222195463233
"Mex3d",0.00552676740936762
"Uri1",0.00552712824183947
"Gng4",0.00553103996716359
"Rassf1",0.00553203833678901
"Ighmbp2",0.0055353154974033
"Sh3pxd2b",0.00554387548256708
"1600014C10Rik",0.00555049844608351
"Sema3b",0.00556103120315966
"Ssfa2",0.00556157900998041
"Agbl3",0.0055653275920262
"Khsrp",0.00557640095507339
"Sdc4",0.0055912573967052
"Kat8",0.0055912573967052
"Plxdc2",0.00560845608028456
"Rai14",0.00561711778681356
"Pogz",0.005625791530919
"Ppp1r12b",0.00563013292170855
"Aatk",0.0056376173136127
"Kri1",0.00563882475006136
"B3galt6",0.00564317519134768
"Traf7",0.0056510294961353
"Kalrn",0.00565188513745531
"Tctn1",0.00565188513745531
"Mroh1",0.00566605944706313
"Slc22a5",0.00567808761839561
"Map4k5",0.00568112430594401
"Isg15",0.00568112430594401
"Jmy",0.00568246531188472
"Tom1",0.0057074292965125
"Ing2",0.00573965241070191
"Eri1",0.0057573523503042
"Nedd9",0.00576206262827752
"Nup155",0.00576622072865321
"Usb1",0.00576715454694261
"Ift140",0.00577065952658004
"Ramp3",0.00578844548747075
"Cog5",0.00579735695595891
"Zfp597",0.00580181731885404
"Ppp2r3a",0.00580628077004894
"Pold1",0.00581074731144414
"Sgcz",0.00581521694494124
"Zfp507",0.00582864441707525
"Kctd1",0.00584400637100696
"BC022687",0.00584916147961896
"Nup205",0.00585108555711537
"Pde3b",0.00585558310527019
"2210408F21Rik",0.00585749882266921
"Cbx7",0.0058600837645992
"Kif13a",0.00586909442443225
"Mreg",0.00587360442876516
"Pus10",0.00588263379584354
"Rarg",0.00589054553839176
"Egfem1",0.00589167565359049
"Scrn2",0.00589620127126296
"Zfp286",0.00589620127126296
"Slc26a11",0.00590073001736258
"Wdr31",0.00590073001736258
"Rnf182",0.00590093142365681
"Brpf1",0.00590526189381151
"Dapk3",0.00590979690253293
"Iqcc",0.00591654023938342
"Ube2s",0.00591887632449117
"Nhlrc2",0.00592796829864351
"Ppil6",0.00592796829864351
"Sgce",0.00593251899761141
"Amer2",0.00593740808093241
"Lrrc46",0.00594162982897771
"Irf2bp2",0.00594786608629581
"Crtc3",0.00595075325112606
"Cep250",0.00596883037126531
"Nav3",0.00597819921698881
"Ubp1",0.00597933669296453
"Ikzf5",0.00598459590783668
"Dok1",0.00599655976542848
"Gm11992",0.00601036346498034
"Manba",0.00601497104915274
"Zfp119a",0.00602419575566742
"Ccdc88a",0.00602681527173364
"Acvr1b",0.00603343319274169
"Wbp1l",0.00605333426030297
"Nav2",0.00606122204354907
"A830080D01Rik",0.00606397035474192
"Kcnmb2",0.00606586470124145
"Jam2",0.00607462276620787
"Tm4sf1",0.00607515961930321
"Lsm8",0.00607839632235804
"Zfp961",0.00608446735401092
"Slc27a3",0.00608912603251469
"Fam214b",0.00610962952052838
"Mboat2",0.0061173960083381
"Zfp472",0.00612182677368747
"Plekha2",0.00613119882756207
"Fbf1",0.00613588969518886
"Cutc",0.0061499816845359
"Agt",0.00616410279512327
"Ctdspl",0.00618746359460151
"Gpr22",0.0061877028385974
"Bach1",0.00619243259402675
"Mthfsd",0.00620373220153433
"Serpinh1",0.00620916336465461
"Lrch1",0.00621138417112337
"Cacna1b",0.00622003814828635
"Grin3a",0.00622087952077483
"Vps25",0.00622642438393774
"Nin",0.00623038793242587
"Relb",0.00623990942204592
"Ngb",0.0062418376207082
"Lmo2",0.00624467507608944
"Ank1",0.00624944400562149
"Cnnm1",0.0062582309771934
"Tmem87a",0.00626855251867076
"Ubl4",0.00626897457718321
"Polr3gl",0.00627333785568164
"Vwa1",0.00627812648020303
"Creb3l2",0.0062973138935578
"Tep1",0.00630692737754179
"Wnt5a",0.0063076368382202
"Snrpf",0.00631173907090422
"Brinp1",0.00631314734380516
"Pde8a",0.00634551353820813
"Zbtb3",0.00635035171687764
"Wrn",0.00636488617953391
"Zfp787",0.00637459244710435
"Plekhb1",0.00638431203424379
"Micall1",0.00640379123222543
"Incenp",0.00640866938185466
"Zfp362",0.00641355087560888
"Cdca8",0.00641843571552569
"Anks1b",0.00641864864708274
"Lmo7",0.00642821544200307
"Btbd19",0.00642821544200307
"2700094K13Rik",0.00643521269621626
"Gstm6",0.00643800857760953
"Rpgrip1l",0.00645272345888509
"Accs",0.00645763514158771
"Ccl25",0.0064625501888405
"Fbxo16",0.0064625501888405
"Lekr1",0.00647239038519173
"Il31ra",0.00648224406433996
"Lurap1l",0.0064973683253225
"Nid1",0.00650693735723791
"Cbfa2t2",0.00651188616284072
"Prdm15",0.00652179393753852
"Chd1",0.0065267529107557
"Fbrs",0.0065267529107557
"Map3k9",0.00653136251370297
"Srfbp1",0.00655159871806678
"Tmem39a",0.00655657808223624
"Lmtk2",0.00659653577586512
"Src",0.00660655938097112
"Tceanc",0.00661659669200701
"Furin",0.00662162049245303
"Gch1",0.00662162049245303
"Ctbs",0.00663671249851086
"Ppp2r3d",0.00664580056969268
"Phka2",0.00664580056969268
"Rora",0.00664679102734424
"Ptrhd1",0.00665156813263923
"Cdkn2b",0.00665688332883845
"Miip",0.00666698941972056
"Ing4",0.00666889704762191
"Timp1",0.00667710931673542
"Rock2",0.00669206356702946
"Itgav",0.00669231508542977
"Hr",0.00670246957115203
"Esam",0.00670246957115203
"Gm11808",0.0067031762011224
"Zfp575",0.00672282015406137
"Gprc5b",0.00673860745235983
"Gpr37",0.00675345030973099
"Cenpo",0.00675345030973099
"Map3k2",0.00675856752889369
"Cyp4b1",0.00676368823746582
"Smg8",0.00677370056990363
"Slc24a3",0.00678420600816309
"Sirt1",0.00678934419552797
"A230050P20Rik",0.00679778189941407
"Shf",0.00682073949698281
"Cdca3",0.00683057594896272
"Armc7",0.00683845246287217
"Zfp747",0.00684609586347717
"Tha1",0.00685127621650217
"Mocos",0.00686683845001393
"Vegfa",0.00686683845001393
"Col1a2",0.00687723093908454
"Sall2",0.00687993894608384
"Fam124a",0.00689778600913359
"Rbm33",0.00690849339491317
"Fam73a",0.00691516446111649
"Trib3",0.00694512787229833
"Lzts1",0.00695037561686389
"Fam189a2",0.0069639965285779
"Negr1",0.00698720986517651
"Cep350",0.00700833679722876
"Sh2d5",0.00701362750531606
"Ccdc163",0.00701892180776991
"Klhl29",0.0070295212044601
"Smad9",0.00702990384282074
"Zfp28",0.00703482630304075
"Dpm1",0.00706673263484849
"Ak6",0.00707671386868839
"Hoxd9",0.00707739698451744
"Colgalt2",0.00708380985591382
"Gpr173",0.00708807581613752
"Ispd",0.00709068389309721
"Cdk19",0.0070934206681405
"Grtp1",0.00710947699516308
"Chic1",0.00711483636847127
"Cmtm4",0.00713093631197394
"Rab4b",0.00713554009551487
"Midn",0.00713559087440599
"Dtd2",0.00714577755631485
"Dkkl1",0.00714706903691861
"Gm9493",0.00715684363504005
"Zfp81",0.00715784242808255
"Runx2",0.00716323460262252
"Ppwd1",0.00716863043273621
"Ptplad1",0.00717858926981838
"Rpl14-ps1",0.00717880056853845
"Zfp84",0.0071848398785527
"Steap2",0.00719025035300018
"Mkl1",0.00719506295580124
"Mfsd9",0.00720124444016083
"Calcrl",0.00720650378477201
"Inca1",0.00722279027560396
"Zfp446",0.00722822646266464
"G2e3",0.0072336663318086
"Brdt",0.00723910988525255
"Pdzd4",0.00725708668994075
"Marveld1",0.00725708668994075
"Zfp354c",0.0072663829946383
"Abhd13",0.0072663829946383
"Sys1",0.00727578456008716
"Zfp839",0.0072882680260815
"Rnft2",0.00729374854470104
"Ubb-ps",0.00729793801163688
"Ptger4",0.0072992327720815
"Nacc1",0.0073070411094787
"Mkx",0.00732120681384486
"Pkd2",0.00732670961851452
"Asphd1",0.00733213065222482
"Xpo7",0.00733221614534719
"Zfp521",0.0073384147715038
"Tet3",0.00734324037445397
"1110032A03Rik",0.00734391094177143
"Mesdc1",0.00735729533767797
"Grk4",0.00736533359716582
"Apopt1",0.00737030030104162
"Polg",0.00737086624186398
"Trim56",0.00738194275380277
"Fndc3b",0.00739303424411899
"Mgat5",0.00739303424411899
"Nkd2",0.00740969960343445
"Alkbh2",0.00742053705528296
"Pml",0.00742082861849223
"Sostdc1",0.00744105488235085
"Gm15706",0.00744871700207689
"Dffb",0.00748230755239549
"Slc26a6",0.00752166879209151
"Dtwd2",0.00752166879209151
"Eif3j2",0.00752913703299788
"Tspan18",0.00753859486714673
"Prickle2",0.00754200421608702
"Eif4ebp2",0.00756121629032852
"Ryk",0.00756688118333494
"Pcdhb7",0.00758389878825893
"C8g",0.00758389878825893
"1110012L19Rik",0.00758424670106471
"Arl5b",0.0075895789728355
"Khdrbs2",0.00759366501767129
"Pcdh10",0.00760095083014471
"Mex3b",0.00760664250746595
"Mocs1",0.00762374056165319
"Cbx8",0.00763515847261909
"Rps27",0.00764659177160262
"Fkbp9",0.0076523141973601
"Slc9a7",0.00765804047703533
"Tnr",0.00765804047703533
"Zfp703",0.0076717351055983
"Zfp334",0.00768098418107087
"Fmn2",0.00768672976496334
"Bbc3",0.00769823253839532
"Plin3",0.0077039897325645
"Hunk",0.00770975080145758
"Swt1",0.00771103207731998
"Ext1",0.00771759861733696
"Abhd17b",0.00772475914895321
"Irf6",0.00773074633479475
"Lhpp",0.00773861434794883
"Pacs1",0.00775018697083092
"Krba1",0.00775597912105988
"E2f5",0.0077791867015525
"2510002D24Rik",0.00779378734465395
"Abca8b",0.00779663338075203
"Nsmaf",0.00782332877676789
"Dsn1",0.00783747932649873
"Sfrp5",0.00784030293124884
"Retsat",0.00784918491664919
"Cxxc4",0.00786090623894244
"Clk2",0.00786090623894244
"Gstt2",0.00787264331217013
"Echdc2",0.00789027849616882
"Ankhd1",0.00790345352983318
"Lgi2",0.00790794922567107
"Whsc1l1",0.0079099979635512
"Sept7",0.00791749156337244
"P2rx6",0.00794339757596882
"Med13l",0.00796710919311882
"Tomm40l",0.00797898887362702
"Pola1",0.00798493469016879
"Zcchc3",0.0079908844940692
"Zfp592",0.00799683828770496
"Zscan12",0.00800279607345401
"Lrrc24",0.00801472363080989
"Tpm2",0.00802069340717882
"Tax1bp3",0.00803264496721315
"Ccdc51",0.00803858620828433
"Nos1ap",0.00805060236128664
"Rbm42",0.00805370729392354
"Pou4f2",0.0080590289459295
"D3Ertd254e",0.00807268261747786
"Fzd1",0.00808061165472168
"H2-M3",0.00808309893617344
"Pbx2",0.00808662558043567
"Atxn7",0.00811072158659111
"Smad7",0.00814093245678199
"Lnx1",0.00814813908730935
"Il2rg",0.00815304513491182
"Ctc1",0.00816882458854988
"Rgs14",0.00817124456596298
"Brf1",0.00817572992681462
"Lmf1",0.00818948055155823
"Fam98c",0.00819647649972063
"Usp18",0.00820165821558612
"Lzts2",0.00820165821558612
"Smim4",0.00820340222067973
"Sh3rf1",0.00822606244747993
"Brinp2",0.00822710818379607
"Palld",0.00823217370788858
"Ddit4",0.00823517211820637
"Rfxank",0.00825053201378133
"Oplah",0.00825665963206531
"Rasl10a",0.00825899198771371
"Gpank1",0.00826596375646006
"Cmtm5",0.00826674140070863
"Lats1",0.00827506706992114
"Slc38a6",0.00827506706992114
"Pstpip2",0.00828121108498868
"S100pbp",0.00828121108498868
"Ankrd24",0.0082935114334162
"Scarb1",0.00830582822249389
"Cotl1",0.00831816147175181
"Pofut1",0.00834906673653435
"Satb1",0.00835526017621213
"Tmem110",0.00835706496857994
"Tmem74",0.00836145775051551
"Fam57a",0.00836410888345828
"Sspn",0.00837115797577775
"Dcp1b",0.0083800753057188
"Srl",0.00842366143831973
"L3mbtl3",0.00844865930263394
"Gm2000",0.00844939123805592
"Dagla",0.00845491919143483
"Klf8",0.00846118325426773
"Fosl2",0.00847372391192591
"Zfp445",0.00849678362189842
"Flt3",0.00851774805980036
"Rhpn2",0.00851774805980036
"Zfp606",0.0085303641399593
"Fam71e1",0.00853667848449796
"Atg16l2",0.00854931979493965
"Zbtb49",0.00855564676582499
"Smcr8",0.00857465297105963
"Ankrd39",0.008592265528144
"Ccar2",0.00863021125536381
"Bcan",0.00863564376926657
"Slc1a5",0.00864289201136384
"Ccdc80",0.00864466794042064
"Otud7a",0.00866385201653569
"Pars2",0.00866385201653569
"Ccdc102a",0.00867025521791499
"Cmss1",0.00868070273088608
"Gm4285",0.00869591063724979
"Fam19a2",0.00870836529054586
"Snrpc",0.0087087639504876
"Rasa3",0.0087087639504876
"Xkr6",0.0087151970168282
"Hapln4",0.0087474265468086
"Zfp213",0.0087474265468086
"Crebrf",0.00875225403586006
"Cox16",0.00876034836521938
"Rps27rt",0.00877185543021819
"Gm527",0.00877328736055171
"Trmt10a",0.00877427064428755
"Pim1",0.00877976330590422
"Tapt1",0.00879633552932613
"Gemin2",0.00882583062812334
"Lig3",0.00883172594855434
"Lgalsl",0.00885082139633296
"Apitd1",0.00885541192465795
"Sfmbt1",0.00885541192465795
"Armcx4",0.00885781092116557
"Kif26b",0.00886282074220075
"Dhx34",0.00888396521232809
"Traf3ip1",0.00888507963245194
"Syt14",0.00889051463531761
"Fam69a",0.0088925100862226
"Syde1",0.00890362651945763
"Donson",0.00890738724937472
"Spg11",0.00891018898573408
"Cenpj",0.00891675580490096
"Slitrk4",0.00892974368338754
"Ar",0.00892974368338754
"Zfp36",0.00895962835630005
"Myo1d",0.00896711313517594
"Papd7",0.00896711313517594
"Usp2",0.00896944737052411
"Gsto2",0.00897605348134663
"Thumpd2",0.00898927884140985
"Znrd1as",0.0089971067941887
"Fam110a",0.00900252173656759
"Nln",0.00902906021483975
"Zfp236",0.00904235583934397
"Fam76b",0.00904235583934397
"Slc39a1",0.00905735662224459
"Tpcn2",0.00906233231609743
"Ube2t",0.00906899996272328
"Sdr42e1",0.00906899996272328
"Zbtb8a",0.00910909864526411
"Tarbp2",0.00911579725043307
"Cdc42bpb",0.00911795790578157
"Arhgef10",0.00912250028866533
"Zfp579",0.00913591967475137
"Amer3",0.00923253864586814
"Tcf12",0.0092574960221183
"Sesn2",0.0092574960221183
"2310036O22Rik",0.00926187231897398
"Dnajb5",0.00927101014576112
"Elk4",0.00927109398682969
"Arpp21",0.00928470992505599
"Ppp2r5a",0.00928470992505599
"Thrsp",0.0092864378301997
"Gm28439",0.00928804807247037
"Mxd4",0.00929416006139509
"Rap2b",0.00929416006139509
"Hddc3",0.00930516757892929
"Cklf",0.00931199580653207
"Ppm1d",0.00933250755531097
"Jmjd4",0.00933285524465677
"Gsk3a",0.00937947477921333
"Sfrp1",0.00939428701567622
"Ctbp2",0.00939428701567622
"Kcnj3",0.00940286057440767
"Msi2",0.00940806566828644
"Zfp707",0.0094149618128724
"Lipt1",0.0094149618128724
"Agrp",0.00944951082528523
"Kbtbd4",0.00945643430435396
"Hcn2",0.00946336234852095
"Rnf128",0.00946336234852095
"Sntb2",0.00947029496046169
"Tmem143",0.0094841738983728
"Ccdc174",0.00948904390757712
"Poli",0.00949112022970088
"Zfp867",0.00949807113951808
"A430033K04Rik",0.00951198670535028
"Ccdc30",0.00951895136673399
"Brat1",0.00956006887013197
"Leng8",0.00957483409590481
"Xaf1",0.00963155675706028
"Immp2l",0.00966347841192062
"Mipol1",0.00968748620725173
"Gstm2",0.00968748620725173
"Cd302",0.00970874078515256
"Mettl23",0.00971153378569337
"Slc16a9",0.00973003732359894
"Crybb3",0.0097371455070342
"Ucp2",0.0097371455070342
"Cdc25b",0.00975849810741051
"Scml4",0.009765625
"Cenph",0.009765625
"Tnfsf12",0.00977593153275381
"Tmem86b",0.00978703379344999
"Tbc1d30",0.00980132977953226
"Nmral1",0.00980848481792973
"Rasgef1c",0.00981564455688876
"Mtf2",0.0098299781474719
"Zwilch",0.00984433057325654
"Cep76",0.00985870185624001
"Dmd",0.00988029418613741
"Qtrtd1",0.00989768098639044
"Fcgrt",0.00989768098639044
"Zfp518a",0.00990192906869365
"Zfp438",0.00990192906869365
"Itpkc",0.00991637600089533
"Ccdc39",0.00992360657843449
"Fam173b",0.00996315270391274
"Asb7",0.00996315270391274
"Gpc3",0.00996315270391274
"Lrif1",0.00996315270391274
"Lpp",0.00996708977814392
"Thap2",0.00998162223864016
"Pde10a",0.0100207497288585
"Ehd2",0.0100207497288585
"Tnrc6c",0.0100290015153795
"Matk",0.0100545709956031
"Dtx2",0.0100869300052488
"Htr5b",0.0100952292590771
"B3gnt8",0.0101131269319729
"Pard6g",0.0101132750843566
"Hspa1a",0.0101206347427946
"Plekhg1",0.0101279992210925
"Pdgfrb",0.0101451498510497
"Gid4",0.0101708796875038
"Ubiad1",0.0101870888994017
"Cul9",0.0101952854116138
"Nbas",0.0101952854116138
"Morc2a",0.0101952854116138
"Twistnb",0.0101952854116138
"Ing5",0.0102036622930832
"Nnt",0.0102036622930832
"Zcchc12",0.0102095365584928
"Pparg",0.0102241773247111
"Zfp944",0.0102624685759123
"Arhgap31",0.0102837716343687
"Spns2",0.0102877615291439
"Dock4",0.0103061999741672
"Khnyn",0.0103061999741672
"Mllt1",0.0103136858645073
"Fam169b",0.0103211766481191
"Mamld1",0.0103215699483721
"Cdh18",0.0103286723278454
"Whamm",0.0103286723278454
"Car7",0.0103286723278454
"Zfp78",0.0103361729065307
"Fam193b",0.0103587040648065
"Ankrd33b",0.0103587040648065
"2410004B18Rik",0.0103850366750891
"Ndufaf6",0.0103850366750891
"Fzd3",0.0103888143674142
"Zfp442",0.0103963542403438
"Rock1",0.0104065148558603
"Zfp398",0.0104114487629334
"Rell1",0.0104416969951338
"Ppm1m",0.0104416969951338
"Hdac9",0.0104492714005177
"Ick",0.0104577736210529
"Pxdn",0.0104644350481544
"Tpx2",0.0104644350481544
"Tppp",0.0104663381001429
"Uxt",0.0104834853928454
"Hist1h2be",0.0105006571561938
"Stox2",0.0105024308496395
"Bri3",0.0105264607483575
"Zfp536",0.0105329168396526
"Gpr146",0.010540550770715
"Isg20",0.010540550770715
"Shroom2",0.010571136315755
"Acad12",0.0105787951716566
"Otud1",0.0105864590211975
"Spag4",0.0105941278672716
"Zfp318",0.0106171644136548
"Nr6a1",0.0106171644136548
"Gm10250",0.0106465918347639
"Prdm10",0.0106788157744126
"Mpp2",0.0106999008491189
"Rasl10b",0.0107173809993787
"Bcor",0.0107175113001128
"Prdm2",0.0107436478695112
"Cdk5rap2",0.0107485585303875
"Tmem263",0.010763943687696
"Dusp16",0.0108343562335135
"Srsf4",0.01085786233085
"Lrp6",0.0108735585512479
"Fnbp1l",0.0108892751902281
"Cd59b",0.0109050122713977
"Klf4",0.0109128884851872
"Prex1",0.0109290914224794
"Hbb-bs",0.010945109189675
"Mir6236",0.010945109189675
"Gm10123",0.010945109189675
"Pomc",0.0110236943641203
"2310033P09Rik",0.0110298868950278
"Trim6",0.0110555386243528
"Rif1",0.0110635126141469
"Ooep",0.0110794761243052
"Scin",0.0110920421269856
"Gpatch3",0.0110954603618053
"Dip2a",0.0111034602607823
"Mab21l1",0.0111082902820212
"Celsr2",0.0111263501233968
"AF529169",0.011135389630387
"Hoxc9",0.0111515687664212
"Dgcr8",0.0111534878361113
"Obsl1",0.0111596050639666
"Slc25a35",0.0112443636966463
"Mtmr11",0.0112564480147618
"Ep300",0.0112726618370008
"Fam13a",0.0112808942029184
"Hnrnpll",0.0112808942029184
"Cep290",0.0112991981854408
"Maff",0.0113703869539867
"Fam167a",0.0113911066280903
"Hk2",0.011394937062128
"Slc4a3",0.0114003331798665
"Zfp90",0.0114003331798665
"Mrgpra1",0.0114113302934872
"Tbx2",0.0114524062738956
"Rian",0.0114605564275169
"Itsn1",0.0114606374204698
"Ppap2a",0.0114696280296054
"Vwc2l",0.0114771156885751
"Yipf2",0.0114819236332627
"Tmem251",0.0114836654625813
"Gbp3",0.0114853628162292
"Spata24",0.0114929572671882
"Zscan29",0.0114936152770355
"Nanos1",0.0114936152770355
"Cer1",0.0115764338836141
"Chp2",0.0115862360264815
"Utp11l",0.0116108362903719
"Zbtb44",0.0116514294174473
"Upp2",0.0116514294174473
"Slc30a7",0.011659789187078
"Apex2",0.011659789187078
"Sdhaf1",0.0116765249229854
"Stk32a",0.0117016690649532
"1700020I14Rik",0.0117159888588017
"Ankrd52",0.0117179335879504
"Nradd",0.0117184588878658
"Ift22",0.0117300802712405
"Zfp354b",0.0117436842767645
"Apc2",0.0117521035933784
"Gdpgp1",0.0117558000615246
"Slc25a42",0.0117773941477519
"Trdmt1",0.0117942817189469
"Fam184a",0.0118027336743875
"1110001J03Rik",0.011803382408381
"Lca5",0.0118196539405686
"Tox3",0.0118318527826232
"Kremen1",0.0118535599816696
"1110038F14Rik",0.0118723396371449
"Olfml3",0.0119467351059282
"Spc24",0.0119643600349802
"Gm14295",0.0119900612747891
"Nlrx1",0.0120045395887957
"Itk",0.012007223028528
"Scai",0.0120158121930345
"Cdh8",0.0120625874363262
"Saysd1",0.0120917028923625
"Meis2",0.0120933638723983
"Hhat",0.0121193143590402
"Trpc6",0.012120879514501
"Rnf8",0.0121279756517675
"Bloc1s3",0.0121366425150547
"Aldh4a1",0.0121501174113768
"March2",0.0121612582655912
"Efhc1",0.0121800605014019
"Scx",0.0121989837011363
"Sfxn5",0.012208777464657
"Slc41a1",0.0122323465800616
"Tgfbr3",0.0122480210053773
"Drp2",0.0122873743190674
"6030458C11Rik",0.0122965745044724
"Nxpe4",0.0122972298299198
"Nrxn2",0.0122991367257471
"0610007P14Rik",0.0123086716004468
"Hs3st1",0.0123111545140913
"Timm21",0.0123169614989539
"Prrc2a",0.0123268376652616
"Phc3",0.0123287293212944
"Cyp2u1",0.0123463267053232
"Gpc5",0.0123565075401425
"Fam19a1",0.0123647170250056
"Prkdc",0.0123727651693073
"Lsm11",0.0123904191082282
"Rfx7",0.0124169425256083
"Mtmr12",0.0124257950134029
"Slc25a53",0.0124259791306021
"Gm9844",0.0124584054752264
"Lnx2",0.0124790293278829
"Fbxl21",0.0124879216418498
"Jazf1",0.0124968196582515
"Sorbs1",0.0124980043985869
"Gpr139",0.0125146328113624
"Mpp6",0.0125157991950802
"Lgr4",0.012525814002084
"Atxn7l2",0.0125324688132375
"Cdnf",0.0125358357840916
"Itpripl1",0.0125458645452095
"Abca6",0.0125503276899247
"Trim45",0.0125659430212118
"Anln",0.0125861141720557
"Disp1",0.0125950751301177
"Dcp1a",0.012630976410527
"Aifm3",0.0126465369122781
"Ydjc",0.0126566427151957
"Piga",0.0126940253309659
"Atp2b4",0.0127211328952476
"9130401M01Rik",0.0127218980051233
"Ppp6r2",0.0127275803662686
"Msrb3",0.012739233536642
"Zfp799",0.0127845865938519
"Frs3",0.0127988638354367
"Mif4gd",0.0128090755011931
"Hbq1b",0.0128090755011931
"Ntm",0.0128090755011931
"Prrt2",0.0128555437092802
"Htr1a",0.012860240274081
"Mbd4",0.0128665884397413
"B3glct",0.0128683800089798
"Casp6",0.0129123492785099
"Rsbn1l",0.0129398760387353
"Uprt",0.0129490633549345
"Pdpr",0.0130043106447731
"Nup35",0.0130227734948956
"Gm10094",0.0130437308261404
"Pcnt",0.0130505120059376
"Narfl",0.0130562922920632
"Zfp583",0.0130874844425063
"Zfp827",0.0130978962279063
"Depdc7",0.0130978962279063
"Suclg2",0.0131061486088059
"Stxbp5l",0.0131247415247292
"Lamb1",0.0131247415247292
"Mansc1",0.0131291748488658
"Dopey1",0.0131396154915002
"Adamts15",0.0131396154915002
"Phf7",0.0131806627940495
"Tbc1d22b",0.0132367984120734
"Pigo",0.0132461752390944
"Arhgef15",0.0132743416004437
"Dbpht2",0.0132760028476362
"Mum1",0.0132800568510041
"Olfr920",0.0132837423589519
"Sectm1b",0.0132837423589519
"Pramef8",0.0133182152729816
"Ak8",0.0133308360896191
"4930453N24Rik",0.0133527788023668
"Tnfrsf11a",0.0133711450179179
"Ptp4a1",0.0133817529046128
"Abl1",0.0134064986693186
"Spink10",0.0134254746020221
"D130017N08Rik",0.0134349022613771
"Hoxc6",0.0134349716303162
"Ndst2",0.0134444747044637
"Usp53",0.013463499004004
"Serpinb5",0.0134730202362438
"Fgf11",0.0134825475280309
"Rfx1",0.0134920808827928
"Fam105a",0.0134989238852565
"Gigyf1",0.0134989238852565
"Ranbp2",0.0135096199245095
"Phactr4",0.0135398387213152
"Ctdnep1",0.0135846989090509
"Sap30",0.0135877486493434
"Ptpn3",0.0135954540598416
"Tbc1d4",0.0135954540598416
"Mad2l1",0.0135973489235441
"Itgb3bp",0.0136062166189408
"Ccnd1",0.0136165677881152
"Lrriq1",0.013626186385387
"Fam217b",0.0136346734256355
"Sh3pxd2a",0.0136358110972533
"Dyrk3",0.0136647219549774
"Scand1",0.0136842083847603
"Zfp354a",0.0137033555793949
"Bcl7a",0.0137420874803574
"Fchsd1",0.0137517858373325
"Gm16364",0.0137523190257524
"Zfp518b",0.0137906408964354
"Glis2",0.0138101054534312
"Timm23",0.0138198470009829
"Tbck",0.0138339493307532
"Shq1",0.013947051136663
"Anxa11",0.0139545559836433
"Pibf1",0.0139545559836433
"Papd5",0.0139986391909657
"Bcl7c",0.0140456164643778
"Med26",0.0140539135386677
"Zfp775",0.0140871692051806
"Zfp668",0.0140982696300398
"Dusp5",0.0140982696300398
"Pnma1",0.0140982696300398
"Nop9",0.0140982696300398
"Ybx3",0.0140987071781214
"Fbln5",0.0141050561417196
"Ttc21b",0.0141538859726172
"Plxnb2",0.0141538859726172
"Dennd4b",0.0141650321156432
"Hn1l",0.0141985163731742
"Syne1",0.0142096930832289
"Pag1",0.0142546470415634
"Sesn3",0.0142746999988903
"AI464131",0.0142881445801115
"Ccdc157",0.0143048270411896
"Isg20l2",0.0143106283813777
"Rbms2",0.0143249435152565
"Mdn1",0.0144157830891679
"Gon4l",0.0144259083095385
"Sorcs3",0.0144360399299499
"Tap2",0.0144664732273938
"Zbtb46",0.0144664732273938
"L3mbtl4",0.0144766304839423
"Rad9b",0.0144969642547539
"Mettl13",0.0145029866567118
"Insr",0.0145071407762278
"Ccpg1",0.0145154766801024
"St3gal3",0.0145581198886526
"Sppl2b",0.0145599889050443
"Rcn3",0.0146057309132864
"Fam21",0.0146965481063913
"F11r",0.0147636526031954
"Myl9",0.0148050711556722
"Ggact",0.0148363208531309
"Rps6ka6",0.0149090754485435
"Dnmt3a",0.0149613237764531
"Ralgps1",0.0149717931954184
"AI846148",0.01499961167417
"Grk5",0.01499961167417
"Sh2d4b",0.0150242392600317
"Rhobtb3",0.0150557862076452
"Il11ra1",0.0150873927590032
"Tacc3",0.0151526360965892
"Fam214a",0.0151526360965892
"Nbea",0.0152250456803764
"Trim12c",0.0152356810372048
"Mnd1",0.0152463230798997
