"GENEID","SYMBOL","tpm_counts"
"ENSMUSG00000023064","Sncg",25373.0125006252
"ENSMUSG00000049775","Tmsb4x",23208.0676938064
"ENSMUSG00000041571","Sepw1",18130.6171584414
"ENSMUSG00000028843","Sh3bgrl3",10698.3888368658
"ENSMUSG00000050708","Ftl1",9509.19511439027
"ENSMUSG00000035885","Cox8a",9494.48422948412
"ENSMUSG00000007892","Rplp1",7191.93077776434
"ENSMUSG00000059412","Fxyd2",6456.50224455394
"ENSMUSG00000028367","Txn1",6347.60562423197
"ENSMUSG00000024661","Fth1",6246.12290363804
"ENSMUSG00000001025","S100a6",6082.70159376464
"ENSMUSG00000027602","Map1lc3a",6020.6562653551
"ENSMUSG00000057841","Rpl32",6001.87102540187
"ENSMUSG00000093674","Rpl41",5851.36747321898
"ENSMUSG00000079523","Tmsb10",5667.93249918282
"ENSMUSG00000036438","Calm2",5617.6609333824
"ENSMUSG00000020267","Hint1",5514.7526673139
"ENSMUSG00000003429","Rps11",5164.56051772005
"ENSMUSG00000014846","Tppp3",5076.06657307491
"ENSMUSG00000057863","Rpl36",5000.89545517404
"ENSMUSG00000049517","Rps23",4773.53158886577
"ENSMUSG00000017404","Rpl19",4614.61002195456
"ENSMUSG00000063457","Rps15",4538.80884397701
"ENSMUSG00000041697","Cox6a1",4414.75957627999
"ENSMUSG00000029580","Actb",4190.35086741381
"ENSMUSG00000028081","Rps3a1",3810.39011859717
"ENSMUSG00000018585","Atox1",3804.82287635589
"ENSMUSG00000041959","S100a10",3704.07537932459
"ENSMUSG00000036751","Cox6b1",3684.306974393
"ENSMUSG00000017778","Cox7c",3538.20563216523
"ENSMUSG00000074129","Rpl13a",3537.29837297263
"ENSMUSG00000031818","Cox4i1",3518.09643927789
"ENSMUSG00000060938","Rpl26",3492.07597862535
"ENSMUSG00000054428","Atpif1",3443.06301147228
"ENSMUSG00000059534","Uqcr10",3426.90135394227
"ENSMUSG00000045128","Rpl18a",3420.34912739458
"ENSMUSG00000029632","Ndufa4",3405.37139911734
"ENSMUSG00000020163","Uqcr11",3177.14589180431
"ENSMUSG00000027581","Stmn3",3126.1251597391
"ENSMUSG00000032330","Cox7a2",3106.25767107736
"ENSMUSG00000025794","Rpl14",3105.2200526344
"ENSMUSG00000046432","Ngfrap1",3076.93934975916
"ENSMUSG00000020460","Rps27a",3006.83774271382
"ENSMUSG00000012848","Rps5",2966.42524499423
"ENSMUSG00000037563","Rps16",2962.31314202857
"ENSMUSG00000028495","Rps6",2961.06093538698
"ENSMUSG00000098274","Rpl24",2923.54475836902
"ENSMUSG00000039278","Pcsk1n",2870.2222065055
"ENSMUSG00000000740","Rpl13",2858.02147188775
"ENSMUSG00000023484","Prph",2840.89291515575
"ENSMUSG00000070493","Chchd2",2837.10092735676
"ENSMUSG00000014294","Ndufa2",2826.63350950596
"ENSMUSG00000046330","Rpl37a",2819.08289452395
"ENSMUSG00000003970","Rpl8",2801.7493867893
"ENSMUSG00000042750","Bex2",2780.91322430355
"ENSMUSG00000047459","Dynlrb1",2679.24192747322
"ENSMUSG00000062825","Actg1",2660.41828838633
"ENSMUSG00000024608","Rps14",2641.62652007109
"ENSMUSG00000063882","Uqcrh",2606.25844732455
"ENSMUSG00000030844","Rgs10",2596.36981441815
"ENSMUSG00000057322","Rpl38",2564.9293771919
"ENSMUSG00000071866","Ppia",2550.57943432596
"ENSMUSG00000047139","Cd24a",2511.14305259062
"ENSMUSG00000031320","Rps4x",2489.85642190089
"ENSMUSG00000023944","Hsp90ab1",2448.44712739167
"ENSMUSG00000071658","Gng3",2420.75342935294
"ENSMUSG00000042043","Tbca",2408.35741936059
"ENSMUSG00000035530","Eif1",2406.0453428206
"ENSMUSG00000010376","Nedd8",2396.57299089007
"ENSMUSG00000029223","Uchl1",2395.13199712762
"ENSMUSG00000051234","Rnf7",2353.88924039808
"ENSMUSG00000004285","Atp6v1f",2343.0522169333
"ENSMUSG00000050299","Gm9843",2339.7374344088
"ENSMUSG00000019505","Ubb",2281.14515068268
"ENSMUSG00000018965","Ywhah",2255.42906767133
