"entrezgene_id","WT1","WT2_1","WT3_1","X3007_BM.D1","X5459_BM.D1","X5527_BM.D4","X5627_BM.D5","X5628_BM.D5"
17126,38.1642789127381,50.4805161476351,42.111185297179,47.9736389187026,46.5437912748784,33.7683435729939,26.6262442989061,29.0976584715981
17127,51.9152625899613,36.0771126195481,38.8969875889074,75.5828534399343,68.7852799844042,25.516458457955,103.045457916703,107.193654130931
17128,96.2428125459634,81.507093009706,84.3537182327024,96.2784948074986,88.7307509131985,88.7222430111481,227.4057760338,194.778596754356
17129,85.7634683300023,80.4057449181074,102.154135860203,78.7494769942501,77.5683796060502,64.1810174394654,74.3028034865703,70.5927147017644
17130,1.18049756807003,1.23619230293519,1.02889159854925,0.752334958817886,1.21110637629935,1.95120831992192,0.140355119398315,0.652087888992436
17131,25.7888513714616,28.9873920108386,21.0339213385204,6.90914802258838,7.60369221106163,12.1813004746359,19.1775514350417,10.0327567039463
207818,8.47148479614745,5.2842521039097,5.6705929552897,26.3962283939126,23.2522801997226,27.2872037224445,5.14065814795199,6.65935340616325
98366,101.632270219067,94.7581073472425,118.467425581293,86.1762759107431,78.8860155193433,144.905989919317,67.1660740082241,63.1634929649224
69780,147.009486932924,214.393721521132,185.884727018861,188.714746755127,167.364426501242,210.059984659222,170.087866587001,155.99183736725
67155,268.014836197645,249.209593325802,296.007577365778,145.351641230643,98.2078852956523,254.805197840706,172.803386956839,149.904709075727
20586,417.052187699175,544.768818729105,399.311694462626,558.89591135523,592.68412937621,466.599974378467,608.01267391096,591.161256989049
93762,106.019982754612,119.155501505147,118.101615096111,50.955543937456,67.9417549294043,79.5078275742631,156.952699077525,164.281382272683
13990,41.3174148824511,39.7347525943453,51.591564441541,69.0643492194819,65.572759516779,54.555784625017,63.5808690874365,59.8616682095056
54380,47.3638381397432,53.7816392653924,53.1876864419911,53.0681369394554,62.3750035850503,24.289659030262,48.0182101823136,39.1946361900837
20587,36.8250257465185,42.8206636006475,34.715093457993,55.6062679364149,76.5211402936324,51.3687474087279,82.1115936605305,87.1383477614979
20588,212.969964441035,201.290890755385,199.749626563556,384.404286927697,422.175054443715,366.12251432962,477.311013739154,460.683002148774
68094,379.417965693006,381.870257446227,419.835756447632,212.217682248439,215.328968425536,166.613703443658,208.790494912187,182.392639687822
83797,30.635508312804,30.5267876011561,34.9922706880904,45.8034927975587,40.4986826002314,69.3616405969763,54.5066707899162,56.9942973451654
83796,69.000899125132,91.4227977554123,81.5466061450917,53.6215641907598,56.2213884643706,34.4112991112064,61.4721212758435,64.8419338968103
57376,41.3298237856963,47.4684518191237,48.5946772943233,41.6908995851912,50.1695247571351,41.0434290628958,40.9144350690323,42.6687942836912
24061,297.654029663373,327.237762476986,302.347145459401,392.267447527646,403.529110236502,271.374053134741,385.274802748373,411.20662279863
14211,49.3864931492696,99.723920942948,59.8863875052142,165.084536795037,217.787054142846,93.8762497656073,303.718895982869,305.129573889355
13006,223.543466151401,270.590150838134,272.87999758016,300.541828870792,358.447488273645,248.868680368312,406.38986710161,443.34291080606
70099,183.670571224728,262.967765360099,199.473156492188,249.399398823547,278.055313599584,170.877543199532,968.174383874646,866.942114132804
226026,67.9426848805247,75.8197556256636,57.7079205924304,96.3620355225813,102.464536835905,59.6690112207335,157.865983957995,134.416988159041
67241,163.083634072352,163.364566374672,186.975866981428,261.06572829816,259.293809354918,161.077136350077,201.714467813777,223.123660409662
74355,338.552463499674,320.277263286314,359.731414027315,325.484396642511,268.639193999184,270.046082169155,674.824244473569,606.32896082456
170748,11.9252060725527,13.7561635883991,20.0095730035449,4.07082857902541,3.14716575967268,0.0736865871865274,11.3575187649822,12.3961328958736
237782,124.289529666802,99.7783787369116,119.792378973948,121.426862353207,102.944041985445,106.22378093655,81.8270346092174,74.9901072341302
69029,24.440414698444,26.7996643119074,21.5698174235783,28.0776015386038,31.2184111104563,56.6758710706114,38.2064396806644,32.2385915420143
233789,425.130226810746,407.616274360207,383.249099490433,447.663954639909,598.217754229226,507.979835486309,443.90277791099,460.912268728703
229512,95.7723915758052,92.1415126670426,98.0086403000425,101.945289480285,112.246047204425,105.79588615617,420.71875625994,452.737908694067
